zone_id,date,trips_thousands
Z017,2025-01-11,11.984717129347116
Z194,2025-02-02,10.53471535367336
Z164,2025-02-07,9.222221606822895
Z087,2025-03-05,11.525386640807834
Z075,2025-03-07,9.326810264161656
Z040,2025-01-23,11.759438066127053
Z066,2025-03-08,9.853763086297617
Z118,2025-01-20,11.750612701156328
Z075,2025-02-13,12.111662104706772
Z056,2025-02-11,9.698419630567255
Z096,2025-02-03,8.814831171326462
Z051,2025-01-26,11.900637843559887
Z109,2025-02-20,9.498156449076834
Z056,2025-02-25,12.16704531152694
Z084,2025-02-17,8.217734144178664
Z180,2025-02-08,13.463976246643421
Z153,2025-01-15,15.261342632868393
Z091,2025-02-02,9.532205593724925
Z165,2025-01-28,8.860452537649882
Z012,2025-02-14,13.026839361186203
Z009,2025-01-14,8.654350565283881
Z048,2025-02-19,11.523574040175397
Z146,2025-02-19,12.947868225083235
Z113,2025-01-28,12.097690373128035
Z054,2025-02-24,11.29244614782957
Z086,2025-01-27,10.4499924854748
Z089,2025-03-03,7.762890778647518
Z045,2025-01-19,7.481878264091664
Z069,2025-02-23,10.01173325431943
Z121,2025-03-06,10.060242447246692
Z199,2025-01-17,10.318475907376898
Z185,2025-02-15,12.276826271253341
Z133,2025-01-21,12.935352285381299
Z197,2025-02-13,8.180170464532575
Z077,2025-01-09,11.460232550090018
Z072,2025-01-19,8.16839564449919
Z089,2025-01-29,9.271349655138591
Z049,2025-03-13,8.016698751614094
Z171,2025-01-09,13.170301998389998
Z067,2025-02-28,11.639043514904492
Z189,2025-03-29,8.858910268422434
Z155,2025-03-27,14.017019449214725
Z032,2025-01-18,9.742930661220978
Z173,2025-01-14,6.80296023831905
Z013,2025-01-07,10.87617935698946
Z097,2025-02-17,7.611100912662008
Z184,2025-02-06,12.26132663679381
Z109,2025-01-05,9.102237668516803
Z152,2025-03-03,9.492448658153299
Z133,2025-03-02,13.754123000630845
Z092,2025-03-05,11.09570213970353
Z170,2025-02-28,8.9060230261811
Z091,2025-02-11,11.094398012811014
Z181,2025-03-10,13.08062441962982
Z157,2025-02-27,9.767036351153248
Z054,2025-03-19,11.463324438739107
Z186,2025-03-20,7.074241658975847
Z200,2025-03-06,8.69954002732029
Z133,2025-01-28,11.585439573259809
Z163,2025-03-11,9.535475426751942
Z164,2025-02-08,8.656747011808104
Z008,2025-01-06,15.802733536549251
Z041,2025-03-26,10.203044456313574
Z179,2025-03-20,10.33569960403015
Z143,2025-01-19,10.01024134575913
Z149,2025-03-22,7.7747529569801435
Z161,2025-03-30,12.244936711993219
Z112,2025-02-16,7.633361661336042
Z003,2025-01-21,9.753349620173584
Z195,2025-03-21,8.616935918170487
Z187,2025-01-03,7.497190547522907
Z028,2025-03-30,11.723891343129502
Z040,2025-02-07,11.85745845718336
Z025,2025-03-14,13.563559508784685
Z132,2025-02-27,9.868804057962157
Z126,2025-03-31,13.470273651101879
Z079,2025-02-25,9.196389476821302
Z069,2025-02-07,12.285918279105324
Z054,2025-02-12,13.03774520234412
Z020,2025-01-04,8.461441172453963
Z174,2025-02-11,7.677431759068644
Z040,2025-03-03,9.133913179671728
Z062,2025-02-15,12.902096656375127
Z038,2025-03-22,9.82435555685875
Z113,2025-01-21,11.072622259937686
Z064,2025-03-08,12.824283696449964
Z015,2025-01-02,7.569069751000921
Z087,2025-03-11,8.956135379822042
Z110,2025-01-25,9.688082281068041
Z140,2025-03-05,11.568150047626439
Z041,2025-01-04,7.618843557703151
Z148,2025-02-02,11.715314039629643
Z093,2025-01-03,6.741453200076213
Z159,2025-02-25,8.06141845874592
Z035,2025-03-07,10.465367403760263
Z085,2025-02-25,10.146850841518921
Z064,2025-02-25,8.51620104386252
Z139,2025-03-06,9.693316058469156
Z187,2025-01-23,11.685667013357213
Z145,2025-01-14,7.697078774129607
Z004,2025-01-21,10.189377550046277
Z051,2025-01-19,8.994385075238968
Z144,2025-03-02,8.861854488302228
Z189,2025-02-03,11.982903881425607
Z130,2025-01-21,9.754741668674406
Z159,2025-02-14,10.460569607450873
Z051,2025-01-07,6.1236154403570175
Z107,2025-01-27,5.233093637840765
Z065,2025-02-02,7.026244946224574
Z074,2025-03-21,10.794813617804069
Z032,2025-01-31,11.94792086555652
Z088,2025-03-20,7.957228208774187
Z057,2025-02-13,10.086087838068119
Z041,2025-02-26,9.08878904166105
Z013,2025-03-06,8.248888177525565
Z002,2025-01-14,7.500569102792788
Z141,2025-01-21,10.426589470569153
Z103,2025-02-24,3.4220936375897986
Z089,2025-01-01,7.258015819910201
Z030,2025-03-08,11.295436496908248
Z016,2025-01-06,13.611732199803878
Z002,2025-01-12,6.975751996317636
Z116,2025-01-03,14.93765959763744
Z035,2025-01-20,8.488857877483467
Z044,2025-02-03,7.9954577457362825
Z132,2025-02-12,13.034750068214706
Z110,2025-02-05,12.89880099445243
Z137,2025-03-17,10.181489514333567
Z146,2025-02-18,13.905730154602693
Z141,2025-03-06,15.036931052464055
Z088,2025-03-26,8.39098905657462
Z197,2025-01-07,9.48731526985888
Z097,2025-03-05,6.4319542490358765
Z090,2025-01-21,13.725416049630146
Z077,2025-02-21,12.837193549239535
Z177,2025-01-01,6.898924787711694
Z189,2025-01-15,9.348679039804276
Z066,2025-01-22,7.3779728905736475
Z022,2025-01-01,13.835150441900192
Z170,2025-02-01,5.840804676001471
Z198,2025-02-04,8.770089771730918
Z032,2025-01-08,9.455130659210434
Z168,2025-01-29,10.70249416799141
Z082,2025-02-24,6.898320809449537
Z087,2025-02-22,12.57354756957875
Z050,2025-02-09,14.234696627221773
Z152,2025-01-05,9.86224548619841
Z183,2025-03-26,14.270651350871862
Z013,2025-03-25,12.893047201663038
Z129,2025-02-23,11.289773102760023
Z079,2025-01-25,9.817701370025738
Z147,2025-01-11,11.273289603672591
Z004,2025-02-22,11.787346504844242
Z100,2025-01-31,11.304185481057257
Z153,2025-02-14,12.580970435651114
Z148,2025-03-01,9.9356490765236
Z190,2025-01-26,12.551678393100131
Z117,2025-03-29,6.2011426689682185
Z166,2025-03-26,10.927727723875913
Z147,2025-03-12,13.971281856002044
Z146,2025-03-04,10.520223857633846
Z032,2025-03-14,12.413082175753706
Z070,2025-01-02,11.02194052049212
Z187,2025-03-11,14.522241986981648
Z151,2025-02-05,12.3515888618025
Z048,2025-01-27,12.266901488237881
Z059,2025-03-16,5.751390892110908
Z195,2025-03-15,4.340842886081593
Z024,2025-03-29,9.272709339170842
Z133,2025-01-31,9.535086438108642
Z137,2025-02-04,11.05827992759829
Z036,2025-03-06,11.71509878395571
Z125,2025-02-14,9.197988909637044
Z193,2025-03-31,13.131668030488058
Z089,2025-01-12,13.061396022690142
Z076,2025-02-28,10.547094696591293
Z145,2025-01-06,14.183757529883689
Z162,2025-02-22,13.00364841284941
Z073,2025-01-12,8.350152325417135
Z132,2025-02-28,9.20214152322906
Z121,2025-02-25,10.492586434945055
Z008,2025-03-20,10.033419236487156
Z049,2025-03-19,8.705793969184622
Z068,2025-02-04,14.197647296789922
Z062,2025-01-07,15.051312320923989
Z111,2025-03-24,9.606640948665623
Z100,2025-03-15,13.829646375112654
Z012,2025-02-06,10.753004568704652
Z061,2025-01-06,12.281984000787123
Z174,2025-02-28,8.6628955310666
Z078,2025-03-03,8.367453835360815
Z195,2025-02-27,9.527156854327593
Z053,2025-01-03,6.7783616467322485
Z048,2025-01-16,12.346109476918315
Z002,2025-02-03,9.77677963065048
Z176,2025-02-24,11.081780508230532
Z061,2025-03-06,12.641892435400344
Z191,2025-02-27,11.298044975314477
Z063,2025-03-19,11.358250101996358
Z132,2025-01-18,10.890408573953613
Z031,2025-01-27,14.629564087643047
Z199,2025-02-19,7.146491041277488
Z053,2025-03-26,5.703275696787972
Z032,2025-02-06,8.26036083310758
Z114,2025-03-26,12.026984403055673
Z088,2025-01-30,5.314044642899475
Z141,2025-02-07,11.321839226875067
Z081,2025-03-28,12.779987510689779
Z187,2025-03-06,9.512318310014455
Z079,2025-01-21,12.669089623616902
Z196,2025-02-18,9.851474033422752
Z079,2025-03-07,9.25294226114979
Z046,2025-03-08,13.080050262105377
Z149,2025-03-06,7.660682068260173
Z084,2025-02-16,9.76524322827007
Z193,2025-02-25,11.27849751595195
Z048,2025-02-09,9.421310387064715
Z180,2025-02-26,9.138316159246932
Z132,2025-01-10,13.735487130942886
Z062,2025-03-16,15.22896408884477
Z037,2025-01-30,10.032019928391895
Z009,2025-02-01,10.559238466103563
Z001,2025-03-01,8.853773038794833
Z140,2025-01-14,9.614268235015732
Z049,2025-01-09,10.870920453696694
Z061,2025-02-16,11.240855188093448
Z104,2025-03-25,11.754620724394218
Z171,2025-03-17,11.666925751466692
Z174,2025-03-31,9.142049297427334
Z118,2025-01-09,12.05288544673343
Z118,2025-03-27,12.383499375328348
Z075,2025-01-05,11.622972397203238
Z056,2025-03-15,10.16815636315449
Z118,2025-01-07,14.727502312666152
Z065,2025-01-04,5.147601642211724
Z025,2025-01-15,10.053342039849268
Z065,2025-03-30,5.248928675301937
Z056,2025-02-19,11.167533442095268
Z109,2025-02-04,11.479505324096008
Z187,2025-01-11,10.724352543398657
Z193,2025-02-24,11.330652427002578
Z151,2025-03-13,6.967608033367255
Z107,2025-03-26,4.628781182743827
Z184,2025-01-26,9.184785097967643
Z052,2025-03-24,11.32472818503426
Z034,2025-01-24,8.11439047921435
Z156,2025-02-15,8.026701408776823
Z047,2025-01-14,12.499320949595328
Z020,2025-03-01,10.173532585191555
Z018,2025-03-11,7.781032839053577
Z142,2025-03-16,8.15769702063658
Z051,2025-03-06,9.624061731679287
Z011,2025-03-12,9.835455466734182
Z174,2025-01-03,10.0927015430204
Z096,2025-03-29,11.21484805815341
Z129,2025-01-19,12.83590537703312
Z122,2025-03-20,6.908431552560846
Z105,2025-01-19,7.360238158290077
Z072,2025-02-07,5.763836059190282
Z035,2025-02-16,11.788986972352783
Z109,2025-03-18,12.350140950656705
Z083,2025-03-19,12.85463069626342
Z035,2025-01-10,11.716590721418672
Z020,2025-03-15,5.531641294935817
Z035,2025-01-14,7.474456514116052
Z038,2025-03-14,11.149729247102282
Z069,2025-03-17,13.554336256998468
Z103,2025-01-12,9.050467094671077
Z099,2025-02-28,10.376959363383115
Z164,2025-01-23,9.311246404865006
Z072,2025-02-05,9.736915555248538
Z023,2025-02-10,10.433925549311981
Z104,2025-01-10,9.930984985681683
Z034,2025-01-26,11.57930977764955
Z169,2025-01-09,9.624518441817326
Z062,2025-02-08,9.764985903683193
Z045,2025-02-07,6.908529739843756
Z006,2025-01-27,9.96760350816578
Z055,2025-02-13,12.337196678335834
Z003,2025-03-13,10.644835652420168
Z158,2025-01-13,11.206536545402857
Z018,2025-01-28,12.690099755686637
Z197,2025-02-11,10.016662985233337
Z092,2025-01-25,12.03978592878647
Z179,2025-02-12,10.98121489178632
Z171,2025-03-28,9.373570995940256
Z070,2025-03-18,12.378261443214951
Z102,2025-02-04,13.349085720923423
Z154,2025-03-06,7.822694206060896
Z148,2025-03-25,13.296982168802485
Z080,2025-02-05,11.203073669515312
Z033,2025-02-18,10.017633605242933
Z075,2025-01-26,13.285275825383657
Z034,2025-02-13,10.34357044622188
Z098,2025-03-25,10.875998417385638
Z104,2025-03-02,11.944030683472908
Z081,2025-01-23,9.043695633155917
Z013,2025-03-09,9.961335526779543
Z152,2025-03-16,12.01900018143448
Z045,2025-02-17,8.151763139084391
Z004,2025-02-27,8.684786560930624
Z107,2025-02-02,2.7983041356950347
Z003,2025-03-09,13.871553934157841
Z086,2025-01-13,15.531015523398185
Z175,2025-01-04,6.44538652614387
Z105,2025-02-12,5.463762314173608
Z174,2025-01-25,10.092479524731669
Z134,2025-03-05,9.41681876875116
Z160,2025-02-21,7.174019585618516
Z157,2025-03-21,12.382642718890853
Z155,2025-03-11,12.777146454939793
Z002,2025-02-07,4.576426507410297
Z082,2025-03-27,6.4184454342774835
Z027,2025-03-22,12.669064675994811
Z196,2025-02-16,7.909224446467655
Z154,2025-02-11,6.933012602258236
Z131,2025-03-01,10.57501780499178
Z005,2025-01-02,2.8508026283114436
Z056,2025-01-05,10.491425311546873
Z191,2025-01-29,12.847511561629325
Z103,2025-01-10,4.764217418488676
Z030,2025-02-22,8.421212477630249
Z110,2025-01-10,12.723573795599814
Z162,2025-03-20,15.177609084844262
Z045,2025-01-16,7.148783754701963
Z095,2025-02-05,12.650374667655347
Z080,2025-02-04,11.649281539676307
Z059,2025-03-31,8.82606057850026
Z093,2025-01-09,11.696858097617117
Z073,2025-02-22,10.994049015473802
Z171,2025-01-30,12.363943435612834
Z001,2025-03-30,7.678913667312305
Z099,2025-01-11,10.231903239090986
Z011,2025-01-29,7.916555182236597
Z135,2025-02-04,7.3907361580581785
Z172,2025-01-29,10.922236616001825
Z089,2025-01-15,7.954179333081698
Z073,2025-02-02,9.15079364537613
Z190,2025-01-28,14.086140022957778
Z007,2025-01-24,11.51156250494823
Z143,2025-01-20,11.764922055731207
Z161,2025-02-01,11.304572342887981
Z103,2025-03-17,7.4383309161065085
Z179,2025-01-06,9.705216290299242
Z184,2025-02-28,8.67838828698603
Z067,2025-03-17,9.549015865949514
Z019,2025-03-16,8.005058246826342
Z070,2025-02-12,9.920929803756458
Z172,2025-02-01,9.604863242961239
Z114,2025-01-29,11.712974898618773
Z119,2025-03-12,12.843331698973973
Z143,2025-02-11,11.530168636101228
Z046,2025-02-01,14.595021156202307
Z022,2025-02-24,11.15263946760176
Z087,2025-02-20,9.855328957078001
Z187,2025-03-10,13.9267913716248
Z029,2025-02-28,10.831466858031037
Z043,2025-02-23,12.183686562279906
Z023,2025-03-16,12.784829256970376
Z197,2025-02-09,8.502174357534322
Z105,2025-03-05,3.7355908007576244
Z056,2025-02-09,6.218674471198889
Z009,2025-03-17,8.755990034095822
Z056,2025-01-06,8.001091475121768
Z159,2025-01-16,9.564071528995807
Z094,2025-03-29,9.50251641852842
Z176,2025-03-30,8.147681616295062
Z123,2025-02-10,9.891507942756522
Z122,2025-02-05,7.083846962603725
Z013,2025-01-05,14.12503227829382
Z112,2025-03-06,8.438982299406009
Z199,2025-03-02,10.684155746296783
Z198,2025-02-16,5.490947621344967
Z154,2025-01-10,9.171898922680327
Z018,2025-01-25,11.39027262693689
Z105,2025-01-27,6.586976486852107
Z085,2025-03-06,13.39010062364008
Z013,2025-02-09,10.553907148415986
Z102,2025-01-02,9.649984180378802
Z145,2025-01-24,9.980302617604071
Z061,2025-01-19,9.229050827546736
Z064,2025-03-23,7.912921304108385
Z076,2025-01-13,7.953316587546209
Z039,2025-01-02,10.358646291031134
Z188,2025-01-28,10.01675428288889
Z013,2025-03-20,11.70465012314813
Z126,2025-02-17,14.460624424137166
Z166,2025-03-15,12.195794259345323
Z157,2025-01-22,9.298425702446261
Z063,2025-03-04,7.804046375437141
Z042,2025-03-05,14.649906260874083
Z183,2025-02-06,12.18045149789313
Z042,2025-01-18,11.641733730314321
Z028,2025-03-28,6.6175736312023155
Z011,2025-03-09,9.664870406024118
Z110,2025-03-24,10.769574653773388
Z080,2025-03-31,13.256130835570495
Z156,2025-03-29,9.028055782598576
Z193,2025-02-07,9.355275411618292
Z095,2025-02-18,11.048617177714055
Z170,2025-01-31,12.037876763774326
Z034,2025-03-07,9.678602454970697
Z091,2025-03-12,9.339375600518238
Z190,2025-02-01,13.723650332589685
Z032,2025-01-23,10.690897238385094
Z153,2025-02-15,11.261932134135014
Z068,2025-02-12,13.468235228574157
Z180,2025-03-24,14.234909790687738
Z103,2025-02-12,8.976764233349234
Z071,2025-03-17,7.9428054034706435
Z041,2025-03-10,10.041839391907375
Z026,2025-02-28,4.636706749894433
Z040,2025-01-13,7.521243319529661
Z194,2025-03-29,9.350962370105702
Z191,2025-01-20,9.788464268826177
Z148,2025-03-12,12.141457154264668
Z079,2025-01-11,8.691360867145333
Z078,2025-03-29,9.233868669516422
Z146,2025-03-15,13.461868494807495
Z066,2025-02-23,9.417244867732721
Z094,2025-03-15,8.22920226422914
Z036,2025-03-05,9.85457100875302
Z086,2025-01-03,14.01860808093332
Z062,2025-02-07,11.162936316569871
Z149,2025-01-25,8.121949375587644
Z171,2025-01-27,13.1192231136657
Z185,2025-01-27,10.685787723174377
Z166,2025-01-25,11.367908749668308
Z021,2025-03-08,9.813822152092248
Z167,2025-03-15,10.507708436372857
Z125,2025-02-28,6.444116555202409
Z182,2025-02-19,10.951452292924284
Z090,2025-03-26,14.358816044254718
Z166,2025-02-13,11.158061176868618
Z191,2025-01-11,11.821232861521597
Z002,2025-03-21,9.178358934645964
Z048,2025-03-01,10.196549488688927
Z181,2025-03-29,13.036719231355644
Z196,2025-02-15,9.984678937062137
Z018,2025-02-10,12.131326645651441
Z154,2025-02-02,5.5944923469991155
Z071,2025-03-15,8.82838604867126
Z181,2025-01-11,10.351948698171057
Z040,2025-02-10,11.54749973787147
Z185,2025-01-17,10.694403951790898
Z101,2025-03-15,13.267580182197491
Z061,2025-02-01,12.1595931251922
Z148,2025-02-25,13.377376355841264
Z068,2025-03-10,14.613143068851816
Z168,2025-03-02,10.887954610707684
Z109,2025-01-17,13.424403830632974
Z103,2025-03-08,6.563697022674427
Z172,2025-03-16,7.683371401128181
Z114,2025-02-26,8.223936196165296
Z057,2025-02-24,11.239539888113493
Z137,2025-02-20,12.855518138766458
Z087,2025-03-24,10.92184158156586
Z108,2025-01-31,8.745262682446754
Z134,2025-01-21,10.118082845269182
Z029,2025-03-07,3.808109620002623
Z038,2025-03-23,11.206391217629255
Z140,2025-01-13,13.454001734656892
Z099,2025-03-29,7.377038485546833
Z077,2025-03-23,11.039742966544152
Z097,2025-02-09,10.563227232407446
Z186,2025-03-25,10.34368587678057
Z015,2025-02-13,8.48157370015895
Z197,2025-02-01,8.542004427436767
Z058,2025-02-14,10.16556394813794
Z033,2025-03-30,10.97364130502555
Z151,2025-03-09,8.472077381526987
Z160,2025-02-09,12.428763156448401
Z139,2025-03-10,7.288834837533887
Z115,2025-03-15,11.239213678655188
Z093,2025-03-06,10.053290359592914
Z139,2025-01-22,6.484717479680963
Z053,2025-03-12,9.95174749233217
Z148,2025-03-05,11.960853256704045
Z176,2025-03-01,8.998632958818344
Z046,2025-03-20,10.117720538392122
Z066,2025-03-28,8.379851559357364
Z094,2025-01-01,8.125853523814241
Z031,2025-01-05,11.96479433623661
Z059,2025-01-03,3.9030684582576733
Z145,2025-03-23,10.757239826813633
Z144,2025-03-05,11.383182213135907
Z054,2025-01-10,11.743131797942887
Z198,2025-03-08,8.362492416043844
Z069,2025-01-28,12.060545881883527
Z121,2025-03-18,8.392424136081576
Z169,2025-02-17,11.495230566091493
Z182,2025-01-03,10.750772877601687
Z189,2025-02-16,12.219840584575167
Z083,2025-03-15,13.967220420639629
Z160,2025-02-01,8.019716012037689
Z152,2025-03-28,10.505739268968929
Z199,2025-02-12,12.227947957449969
Z010,2025-01-27,12.014203657553434
Z028,2025-01-15,9.180486862219254
Z149,2025-02-19,8.44761215001775
Z020,2025-01-01,9.343880195709376
Z100,2025-02-01,13.341797245686049
Z169,2025-03-14,10.303139969891362
Z116,2025-03-13,10.447894695781164
Z127,2025-03-21,9.598809834355375
Z163,2025-01-25,6.102540642586346
Z052,2025-01-20,9.296316821888443
Z176,2025-03-31,10.481917619039367
Z107,2025-01-02,2.168120982303469
Z050,2025-02-10,10.982781810054426
Z106,2025-02-28,11.21178030720543
Z046,2025-03-02,11.007854860797469
Z174,2025-01-23,8.257192172979593
Z032,2025-01-07,11.05580800106616
Z028,2025-01-21,11.32373005374171
Z019,2025-03-10,10.797374800100783
Z095,2025-03-24,11.278522379672799
Z034,2025-01-04,10.423525412162745
Z025,2025-02-12,12.10098302963
Z173,2025-03-15,7.5914334444091995
Z059,2025-01-08,2.643881860401081
Z169,2025-01-08,9.697548049994772
Z082,2025-01-04,4.104378416538623
Z089,2025-01-26,8.516322447440526
Z091,2025-01-30,6.538124380422247
Z173,2025-03-08,12.325629022590403
Z093,2025-02-13,11.43056089167821
Z160,2025-01-11,10.290304710039653
Z056,2025-03-14,11.872401737631034
Z163,2025-02-03,5.625045136578815
Z058,2025-01-13,10.094871100135064
Z197,2025-01-13,8.238999245821516
Z046,2025-01-25,10.649171068933367
Z078,2025-01-05,7.232582652183052
Z056,2025-03-22,9.058973895313521
Z174,2025-03-25,7.759860749220232
Z074,2025-01-11,8.349018024041788
Z109,2025-02-21,9.005410611359807
Z119,2025-02-16,9.970400877190293
Z158,2025-03-05,11.66331711837802
Z040,2025-03-26,12.882074365184348
Z154,2025-03-29,7.472290762018717
Z135,2025-01-26,10.840244597208985
Z123,2025-03-04,8.36988791227585
Z129,2025-02-24,12.105300769398903
Z184,2025-02-27,12.169954720143105
Z178,2025-02-11,10.0215429792109
Z177,2025-02-27,5.8960588286417295
Z028,2025-02-21,8.340181113432463
Z008,2025-01-22,12.27131104183766
Z079,2025-02-20,11.052619181968444
Z100,2025-01-28,14.35101838303223
Z143,2025-01-10,9.60390687924048
Z125,2025-01-30,6.794082260966209
Z149,2025-02-27,12.957351050118028
Z015,2025-03-10,7.716773346613265
Z191,2025-01-17,13.893908999158178
Z095,2025-03-28,12.500830615313443
Z170,2025-01-28,8.148542452030602
Z024,2025-03-13,8.593167094387011
Z061,2025-01-15,14.440315545155483
Z093,2025-02-27,9.698198645889763
Z127,2025-03-03,10.196916404877818
Z088,2025-03-23,4.497307376839215
Z187,2025-03-25,9.97236018530975
Z145,2025-02-18,12.04008540663593
Z030,2025-01-05,13.109756051236364
Z066,2025-02-28,10.801777249544397
Z181,2025-01-10,11.945620885302642
Z100,2025-03-25,13.7439018833367
Z110,2025-02-15,9.554335304588378
Z120,2025-01-05,15.205498490544871
Z029,2025-03-11,6.456579269348941
Z085,2025-02-02,10.412991063467956
Z165,2025-03-13,9.85887518178451
Z026,2025-03-17,9.382549326067378
Z001,2025-01-20,8.668185082462184
Z071,2025-03-31,11.821789244281346
Z089,2025-02-24,11.04650097636951
Z151,2025-01-07,12.855219089237451
Z183,2025-01-30,11.605636869189434
Z181,2025-03-17,8.341185617991329
Z098,2025-01-30,8.442111680194559
Z010,2025-01-19,12.699402175188553
Z117,2025-01-08,8.73385572574918
Z142,2025-03-03,9.164166245110653
Z165,2025-03-08,12.562650376991806
Z024,2025-03-18,10.0807104801856
Z130,2025-01-10,6.4010478824697365
Z055,2025-02-19,11.346943636387628
Z110,2025-03-26,10.332343292262273
Z099,2025-03-30,9.15366666803554
Z057,2025-02-28,15.229948208046963
Z034,2025-01-29,12.939371962075633
Z008,2025-03-17,12.910285066329761
Z190,2025-01-30,12.205865556117795
Z020,2025-02-28,8.062264229463658
Z040,2025-03-02,11.334901452738137
Z013,2025-03-24,11.248671449898376
Z031,2025-01-15,11.757145509136649
Z140,2025-03-06,11.333310342392938
Z050,2025-02-07,12.927417858815186
Z043,2025-03-10,12.95193546348783
Z032,2025-02-10,9.953516149114746
Z114,2025-02-16,12.370017068704339
Z170,2025-03-31,10.007175184581165
Z074,2025-03-28,5.85896727424033
Z195,2025-03-11,8.447766546114341
Z070,2025-03-30,12.203174394246135
Z157,2025-01-11,11.060543880556791
Z197,2025-03-05,9.070979090305206
Z036,2025-02-04,9.343799621721827
Z185,2025-02-17,10.325884998293617
Z089,2025-02-21,8.723834084355898
Z101,2025-02-14,7.2621401882512755
Z035,2025-03-10,9.171380244560583
Z044,2025-03-22,8.956779205819103
Z008,2025-01-28,11.57040846673003
Z102,2025-02-18,9.141738085871218
Z143,2025-01-08,11.4794277286371
Z047,2025-03-22,9.7862445443913
Z092,2025-02-05,9.052930054810682
Z083,2025-01-08,11.138401772349644
Z110,2025-02-11,13.466904289017117
Z011,2025-03-13,6.494601103041346
Z035,2025-02-12,10.395713112738674
Z102,2025-03-15,12.01655751992279
Z126,2025-03-27,13.158787028017208
Z133,2025-03-17,12.998514531947876
Z030,2025-02-01,12.07976533315684
Z086,2025-03-11,13.78685949865008
Z092,2025-02-21,10.892954512404769
Z119,2025-01-24,10.860210453694219
Z046,2025-03-17,12.365809577714728
Z052,2025-02-09,12.61038987784575
Z099,2025-03-31,11.297771322047307
Z034,2025-01-31,12.675385921641865
Z139,2025-03-15,8.65662491876418
Z191,2025-03-16,12.655559594388892
Z114,2025-01-27,11.479874091412174
Z120,2025-02-02,13.392422584583699
Z040,2025-02-22,12.339242022917606
Z163,2025-01-12,6.46368291473066
Z173,2025-03-27,9.936369894002043
Z177,2025-01-25,6.389942956714014
Z164,2025-03-22,9.410617204895386
Z034,2025-02-14,14.769531242892034
Z046,2025-02-09,6.956342096137565
Z189,2025-01-12,13.572284435615636
Z124,2025-02-02,12.683610789068938
Z123,2025-03-30,9.043299938607888
Z080,2025-01-17,11.251883601293887
Z005,2025-03-06,7.403186803052331
Z033,2025-03-16,8.335562041908451
Z182,2025-02-03,12.673524041931886
Z015,2025-02-25,10.577971234759795
Z122,2025-02-25,8.646863211765005
Z019,2025-03-19,11.995818020654962
Z189,2025-02-01,10.481677775693514
Z086,2025-03-08,13.420816175922278
Z031,2025-01-02,12.022800467143053
Z112,2025-03-30,6.662225363011932
Z030,2025-01-29,10.649597373744616
Z146,2025-02-02,10.233309504162019
Z092,2025-03-02,10.671547928776747
Z183,2025-03-15,11.843029411860243
Z053,2025-03-24,8.659823558399708
Z173,2025-02-11,10.77943920503953
Z114,2025-03-03,13.86845295944184
Z117,2025-03-30,11.112969084889192
