zone_id,date,business_density,retail_count
Z002,2025-01-04,65.75356166306254,50.0
Z002,2025-01-05,404.3180052522975,36.0
Z002,2025-01-06,235.10275992461476,197.0
Z002,2025-01-07,443.1753140820013,26.0
Z002,2025-01-08,337.07941820813244,145.0
Z002,2025-01-09,425.13941036478127,
Z002,2025-01-10,274.7442964400759,47.0
Z002,2025-01-11,290.76147706951974,29.0
Z002,2025-01-12,114.97443446015025,46.0
Z002,2025-01-13,402.79431141020996,160.0
Z002,2025-01-14,238.72532525013725,146.0
Z002,2025-01-15,275.03605322221216,62.0
Z002,2025-01-16,403.29397134306845,88.0
Z002,2025-01-17,319.48043003574753,82.0
Z002,2025-01-18,140.49442734920035,89.0
Z002,2025-01-19,315.6046966179017,118.0
Z002,2025-01-20,233.43478609084508,183.0
Z002,2025-01-21,261.2864939197382,90.0
Z002,2025-01-22,62.740073481200504,112.0
Z002,2025-01-23,144.51320728232673,162.0
Z002,2025-01-24,176.4671366214627,165.0
Z002,2025-01-25,370.8320035364626,151.0
Z002,2025-01-26,55.17161298415189,30.0
Z002,2025-01-27,233.9497675531094,153.0
Z002,2025-01-28,465.8120916915798,141.0
Z002,2025-01-29,100.34627744710573,198.0
Z002,2025-01-30,282.390974698375,37.0
Z002,2025-01-31,403.9350720758812,86.0
Z002,2025-02-01,474.1390883840525,164.0
Z002,2025-02-02,386.0494877901731,116.0
Z002,2025-02-03,374.25449688998276,53.0
Z002,2025-02-04,421.9196405880931,177.0
Z002,2025-02-05,250.79054943989465,166.0
Z002,2025-02-06,412.6300396780249,156.0
Z002,2025-02-07,53.583982135453006,187.0
Z002,2025-02-08,466.0524749195622,63.0
Z002,2025-02-09,249.48792928272889,114.0
Z002,2025-02-10,299.0210845395864,110.0
Z002,2025-02-11,164.69701201169704,130.0
Z002,2025-02-12,384.13887477818963,172.0
Z002,2025-02-13,84.48611291386197,90.0
Z002,2025-02-14,442.68611114607586,72.0
Z002,2025-02-15,422.6525730528542,195.0
Z002,2025-02-16,147.22705231014487,90.0
Z002,2025-02-17,,72.0
Z002,2025-02-18,403.8609798776667,127.0
Z002,2025-02-19,334.497468989277,196.0
Z002,2025-02-20,218.0840796048594,190.0
Z002,2025-02-21,172.17443938184056,38.0
Z002,2025-02-22,154.30261563020753,85.0
Z002,2025-02-23,193.37403324362322,181.0
Z002,2025-02-24,456.60129954463866,20.0
Z002,2025-02-25,84.93834919495157,125.0
Z002,2025-02-26,422.9920743138314,74.0
Z002,2025-02-27,207.00053376882062,34.0
Z002,2025-02-28,284.7197282051112,146.0
Z002,2025-03-01,407.5185351418208,34.0
Z002,2025-03-02,447.9694461603371,140.0
Z002,2025-03-03,205.15163903269115,170.0
Z002,2025-03-04,257.82956657379964,85.0
Z002,2025-03-05,236.53222916755652,193.0
Z002,2025-03-06,55.962965076759744,
Z002,2025-03-07,183.17429998639548,156.0
Z002,2025-03-08,256.6351551796528,165.0
Z002,2025-03-09,234.9921239961979,164.0
Z002,2025-03-10,374.86815238205577,91.0
Z002,2025-03-11,223.16162774949646,117.0
Z002,2025-03-12,270.2194020368016,181.0
Z002,2025-03-13,243.3238664595635,63.0
Z002,2025-03-14,383.2817670024667,176.0
Z002,2025-03-15,438.3375795441331,35.0
Z002,2025-03-16,289.3500855533814,97.0
Z002,2025-03-17,405.24448738783605,71.0
Z002,2025-03-18,183.55400690893276,21.0
Z002,2025-03-19,293.6163245707709,80.0
Z002,2025-03-20,205.3534791514876,151.0
Z002,2025-03-21,,145.0
Z002,2025-03-22,,71.0
Z002,2025-03-23,446.74811704972075,60.0
Z002,2025-03-24,104.67292598949444,199.0
Z002,2025-03-25,335.58766541932124,50.0
Z002,2025-03-26,311.9647134100093,173.0
Z002,2025-03-27,103.28676762916935,174.0
Z002,2025-03-28,145.3524486980491,140.0
Z002,2025-03-29,189.95112262970613,70.0
Z002,2025-03-30,125.11898186787566,114.0
Z002,2025-03-31,159.6782671359538,195.0
Z003,2025-01-01,170.4203594877684,30.0
Z003,2025-01-02,201.05322486757683,155.0
Z003,2025-01-03,387.2257037605216,31.0
Z003,2025-01-04,307.3604917327703,118.0
Z003,2025-01-05,493.81100237813064,64.0
Z003,2025-01-06,236.63112213536195,53.0
Z003,2025-01-07,389.23928322661624,91.0
Z003,2025-01-08,442.1607896194402,194.0
Z003,2025-01-09,355.54032186711885,40.0
Z003,2025-01-10,235.3391331878732,60.0
Z003,2025-01-11,389.11758383558885,41.0
Z003,2025-01-12,141.6502119977082,40.0
Z003,2025-01-13,197.3984743310596,175.0
Z003,2025-01-14,296.00836479467995,90.0
Z003,2025-01-15,308.93422427876675,33.0
Z003,2025-01-16,,98.0
Z003,2025-01-17,475.30138494020395,
Z003,2025-01-18,363.4822720478255,71.0
Z003,2025-01-19,273.066687604351,190.0
Z003,2025-01-20,469.90725548373877,
Z003,2025-01-21,247.59300436287282,38.0
Z003,2025-01-22,491.19600662166727,46.0
Z003,2025-01-23,,165.0
Z003,2025-01-24,101.42859649909076,32.0
Z003,2025-01-25,394.16043760667475,126.0
Z003,2025-01-26,,148.0
Z003,2025-01-27,397.84402458751407,104.0
Z003,2025-01-28,478.1489129265565,181.0
Z003,2025-01-29,399.42018619295817,160.0
Z003,2025-01-30,325.1014709974911,128.0
Z003,2025-01-31,435.7890060623784,134.0
Z003,2025-02-01,352.9608977095392,70.0
Z003,2025-02-02,233.65357557166539,20.0
Z003,2025-02-03,448.52889390879795,140.0
Z003,2025-02-04,149.8552073529678,175.0
Z003,2025-02-05,371.5885737089259,
Z003,2025-02-06,446.70355472334063,51.0
Z003,2025-02-07,379.0924338664833,173.0
Z003,2025-02-08,363.7739385742356,161.0
Z003,2025-02-09,388.68723233232623,112.0
Z003,2025-02-10,259.27486173528996,
Z003,2025-02-11,443.3768069706617,82.0
Z003,2025-02-12,141.54641381124105,101.0
Z003,2025-02-13,107.32388720015268,161.0
Z003,2025-02-14,178.4789510533302,174.0
Z003,2025-02-15,,60.0
Z003,2025-02-16,279.7528079342021,22.0
Z003,2025-02-17,419.26944095446396,113.0
Z003,2025-02-18,232.05589538180783,78.0
Z003,2025-02-19,267.95499183117886,170.0
Z003,2025-02-20,56.01545746672804,37.0
Z003,2025-02-21,234.3826563993226,123.0
Z003,2025-02-22,341.4984048276539,93.0
Z003,2025-02-23,56.97874878196648,139.0
Z003,2025-02-24,176.39688433380968,
Z003,2025-02-25,143.58036168022545,188.0
Z003,2025-02-26,68.8934430093147,27.0
Z003,2025-02-27,265.6670404615419,179.0
Z003,2025-02-28,131.77548195267042,100.0
Z003,2025-03-01,384.38669283412105,188.0
Z003,2025-03-02,431.5675476935068,192.0
Z003,2025-03-03,,120.0
Z003,2025-03-04,491.7683041345137,28.0
Z003,2025-03-05,252.7153571617679,109.0
Z003,2025-03-06,281.015694601212,67.0
Z003,2025-03-07,495.1479892809876,
Z003,2025-03-08,154.19679618427196,171.0
Z003,2025-03-09,474.14567285460737,106.0
Z003,2025-03-10,69.27689980360097,114.0
Z003,2025-03-11,250.87410061843764,191.0
Z003,2025-03-12,81.50158045987959,133.0
Z003,2025-03-13,378.15563431113935,
Z003,2025-03-14,323.784021146008,48.0
Z003,2025-03-15,,21.0
Z003,2025-03-16,218.51617998560764,97.0
Z003,2025-03-17,216.26687031412112,87.0
Z003,2025-03-18,70.39367553240257,117.0
Z003,2025-03-19,207.4752227883379,136.0
Z003,2025-03-20,468.17978101792676,129.0
Z003,2025-03-21,220.65194173120204,186.0
Z003,2025-03-22,424.1154677998865,60.0
Z003,2025-03-23,429.04647713747033,134.0
Z003,2025-03-24,217.95852037065524,100.0
Z003,2025-03-25,334.39490617828505,
Z003,2025-03-26,92.91722102287639,
Z003,2025-03-27,,41.0
Z003,2025-03-28,71.895948647771,68.0
Z003,2025-03-29,311.45679201879926,175.0
Z003,2025-03-30,241.73193993174365,35.0
Z003,2025-03-31,296.6145604989081,87.0
Z004,2025-01-01,284.4829357287745,183.0
Z004,2025-01-02,207.59134599082861,41.0
Z004,2025-01-03,354.8630366705628,158.0
Z004,2025-01-04,391.3258464123758,104.0
Z004,2025-01-05,56.58271649495407,140.0
Z004,2025-01-06,143.25903489599523,99.0
Z004,2025-01-07,370.95614063750156,189.0
Z004,2025-01-08,223.97907768522538,74.0
Z004,2025-01-09,348.1177761237237,54.0
Z004,2025-01-10,,
Z004,2025-01-11,225.8398185483367,92.0
Z004,2025-01-12,121.40549316035822,96.0
Z004,2025-01-13,166.203958849772,151.0
Z004,2025-01-14,322.43529087841426,193.0
Z004,2025-01-15,244.92340009182487,
Z004,2025-01-16,398.4362073250678,30.0
Z004,2025-01-17,433.66322972225424,80.0
Z004,2025-01-18,293.74088819754195,141.0
Z004,2025-01-19,391.22028142522663,54.0
Z004,2025-01-20,188.10703093755652,88.0
Z004,2025-01-21,236.73704693003518,76.0
Z004,2025-01-22,370.74995429757394,
Z004,2025-01-23,223.7953967676638,31.0
Z004,2025-01-24,314.827220821545,144.0
Z004,2025-01-25,133.41775058713017,62.0
Z004,2025-01-26,319.89709173672406,166.0
Z004,2025-01-27,437.6811682521021,96.0
Z004,2025-01-28,440.88783792054153,87.0
Z004,2025-01-29,375.95498284829284,78.0
Z004,2025-01-30,385.58902058425673,21.0
Z004,2025-01-31,301.06735031781534,155.0
Z004,2025-02-01,313.10064057462114,169.0
Z004,2025-02-02,110.14276163473309,40.0
Z004,2025-02-03,,176.0
Z004,2025-02-04,252.84932774886371,120.0
Z004,2025-02-05,481.3240260504831,105.0
Z004,2025-02-06,243.98908818048025,141.0
Z004,2025-02-07,297.2041902062409,94.0
Z004,2025-02-08,289.9631296755961,94.0
Z004,2025-02-09,336.5427726699472,102.0
Z004,2025-02-10,386.70477409935313,184.0
Z004,2025-02-11,151.26884427689245,97.0
Z004,2025-02-12,287.9259885942961,176.0
Z004,2025-02-13,421.6629682922137,184.0
Z004,2025-02-14,258.40162122688014,40.0
Z004,2025-02-15,175.30589586810785,139.0
Z004,2025-02-16,344.6190839103346,31.0
Z004,2025-02-17,420.6953281096053,195.0
Z004,2025-02-18,78.41313181732609,102.0
Z004,2025-02-19,399.5557175332522,194.0
Z004,2025-02-20,419.74156983279704,132.0
Z004,2025-02-21,257.68531741487305,34.0
Z004,2025-02-22,492.48754556831034,132.0
Z004,2025-02-23,404.0187533182891,160.0
Z004,2025-02-24,,143.0
Z004,2025-02-25,386.52735848543233,160.0
Z004,2025-02-26,117.7736464482233,134.0
Z004,2025-02-27,147.75389890385486,166.0
Z004,2025-02-28,258.7955591589913,51.0
Z004,2025-03-01,168.80195748175964,118.0
Z004,2025-03-02,236.8584375503182,106.0
Z004,2025-03-03,449.8088494653143,168.0
Z004,2025-03-04,420.9471013456712,131.0
Z004,2025-03-05,333.517945315992,161.0
Z004,2025-03-06,436.1541774129966,43.0
Z004,2025-03-07,402.69757505776215,68.0
Z004,2025-03-08,,51.0
Z004,2025-03-09,140.4793184224753,94.0
Z004,2025-03-10,281.3904680042026,
Z004,2025-03-11,,
Z004,2025-03-12,246.38881942831685,87.0
Z004,2025-03-13,350.0473594027537,109.0
Z004,2025-03-14,92.44734183096963,129.0
Z004,2025-03-15,386.60213136713156,152.0
Z004,2025-03-16,415.7211289518779,183.0
Z004,2025-03-17,368.0770351012435,51.0
Z004,2025-03-18,485.2686143868645,90.0
Z004,2025-03-19,421.9934258572882,93.0
Z004,2025-03-20,456.39217754444223,157.0
Z004,2025-03-21,470.1069875559416,118.0
Z004,2025-03-22,,40.0
Z004,2025-03-23,353.4164789029246,59.0
Z004,2025-03-24,52.57336161235518,61.0
Z004,2025-03-25,259.62158895040614,91.0
Z004,2025-03-26,307.0230343800624,65.0
Z004,2025-03-27,186.81362260159983,101.0
Z004,2025-03-28,193.1470011065624,92.0
Z004,2025-03-29,482.5217370695743,137.0
Z004,2025-03-30,451.2698893412356,60.0
Z004,2025-03-31,432.1305524757669,113.0
Z005,2025-01-01,232.70531076774978,151.0
Z005,2025-01-02,56.164347684011545,118.0
Z005,2025-01-03,86.10001090507134,161.0
Z005,2025-01-04,190.48836569792164,161.0
Z005,2025-01-05,57.08431084805464,72.0
Z005,2025-01-06,57.71740186183915,147.0
Z005,2025-01-07,462.4714857390849,48.0
Z005,2025-01-08,367.7713259535743,42.0
Z005,2025-01-09,189.0301955306687,104.0
Z005,2025-01-10,109.69005992042892,178.0
Z005,2025-01-11,280.2360730527847,115.0
Z005,2025-01-12,52.40577238446401,90.0
Z005,2025-01-13,472.2861847361648,170.0
Z005,2025-01-14,236.66680372502626,27.0
Z005,2025-01-15,231.05072985679973,95.0
Z005,2025-01-16,225.76712341180198,119.0
Z005,2025-01-17,81.19774867449414,35.0
Z005,2025-01-18,337.245007906322,173.0
Z005,2025-01-19,379.851628832759,176.0
Z005,2025-01-20,354.25642891473063,
Z005,2025-01-21,112.29597199822743,25.0
Z005,2025-01-22,310.47807561601667,56.0
Z005,2025-01-23,306.26801787751424,180.0
Z005,2025-01-24,440.78485457362194,
Z005,2025-01-25,220.60744626904113,193.0
Z005,2025-01-26,217.1686746467454,80.0
Z005,2025-01-27,328.3371764231835,188.0
Z005,2025-01-28,334.8826940747809,37.0
Z005,2025-01-29,261.1783522966057,130.0
Z005,2025-01-30,249.37671304868948,114.0
Z005,2025-01-31,272.3664517870472,35.0
Z005,2025-02-01,437.47038477649033,123.0
Z005,2025-02-02,257.52510556425955,198.0
Z005,2025-02-03,472.9693063864201,184.0
Z005,2025-02-04,276.8016936183467,33.0
Z005,2025-02-05,,122.0
Z005,2025-02-06,424.77435584108406,87.0
Z005,2025-02-07,213.0940951771231,49.0
Z005,2025-02-08,438.6386395834772,79.0
Z005,2025-02-09,99.52847789050185,72.0
Z005,2025-02-10,,183.0
Z005,2025-02-11,,177.0
Z005,2025-02-12,74.47583683504003,83.0
Z005,2025-02-13,339.9155256428652,33.0
Z005,2025-02-14,488.41144436514026,
Z005,2025-02-15,81.41029457658301,195.0
Z005,2025-02-16,299.60946940103884,175.0
Z005,2025-02-17,386.5074573917176,141.0
Z005,2025-02-18,414.6163640147891,26.0
Z005,2025-02-19,,189.0
Z005,2025-02-20,141.87495162570934,29.0
Z005,2025-02-21,69.05402544757273,191.0
Z005,2025-02-22,310.87677069375115,121.0
Z005,2025-02-23,253.80998162042485,32.0
Z005,2025-02-24,476.93497781736994,
Z005,2025-02-25,77.2722084717094,179.0
Z005,2025-02-26,358.4279045507026,
Z005,2025-02-27,61.234799954025725,67.0
Z005,2025-02-28,127.14537951974422,24.0
Z005,2025-03-01,254.11054996527537,80.0
Z005,2025-03-02,254.6925992612907,141.0
Z005,2025-03-03,358.56524432013975,
Z005,2025-03-04,459.5958656904905,122.0
Z005,2025-03-05,337.5644715117144,109.0
Z005,2025-03-06,479.09079403317895,22.0
Z005,2025-03-07,446.7270379450989,43.0
Z005,2025-03-08,313.0249079888556,136.0
Z005,2025-03-09,425.2063779134723,117.0
Z005,2025-03-10,339.15992464563533,181.0
Z005,2025-03-11,85.35102391567722,103.0
Z005,2025-03-12,383.2541254667795,138.0
Z005,2025-03-13,92.70879857030579,61.0
Z005,2025-03-14,317.33725125637056,
Z005,2025-03-15,366.18809263620295,60.0
Z005,2025-03-16,79.93742369488486,101.0
Z005,2025-03-17,153.8575942669393,121.0
Z005,2025-03-18,462.0525045177424,167.0
Z005,2025-03-19,327.3415215048034,25.0
Z005,2025-03-20,160.8287084647392,141.0
Z005,2025-03-21,360.80589701660296,189.0
Z005,2025-03-22,318.5493889827603,
Z005,2025-03-23,275.7090649630768,60.0
Z005,2025-03-24,489.2841387446377,188.0
Z005,2025-03-25,357.554199833379,22.0
Z005,2025-03-26,218.9484993505607,127.0
Z005,2025-03-27,410.0330444345906,190.0
Z005,2025-03-28,,193.0
Z005,2025-03-29,106.34925178257413,
Z005,2025-03-30,140.24884003036993,102.0
Z005,2025-03-31,147.30215410750088,
Z006,2025-01-01,361.04531422394314,198.0
Z006,2025-01-02,321.3677997739775,152.0
Z006,2025-01-03,328.5462041143647,105.0
Z006,2025-01-04,473.34798486027546,116.0
Z006,2025-01-05,399.1601897632877,34.0
Z006,2025-01-06,107.57161603030244,107.0
Z006,2025-01-07,,113.0
Z006,2025-01-08,245.92714077908101,145.0
Z006,2025-01-09,228.1827149364222,119.0
Z006,2025-01-10,,58.0
Z006,2025-01-11,451.35189646545314,98.0
Z006,2025-01-12,,185.0
Z006,2025-01-13,,58.0
Z006,2025-01-14,405.23423986111356,71.0
Z006,2025-01-15,237.2981264804072,150.0
Z006,2025-01-16,125.65315777968313,176.0
Z006,2025-01-17,263.7279343686867,145.0
Z006,2025-01-18,74.8501343343628,178.0
Z006,2025-01-19,474.0725543010246,85.0
Z006,2025-01-20,83.66954233773787,64.0
Z006,2025-01-21,247.30552186276017,41.0
Z006,2025-01-22,288.44656748983675,102.0
Z006,2025-01-23,493.38672452927847,157.0
Z006,2025-01-24,124.70982063928734,168.0
Z006,2025-01-25,101.49418337556136,36.0
Z006,2025-01-26,53.91776617814461,86.0
Z006,2025-01-27,120.00714659118604,26.0
Z006,2025-01-28,143.27284058045043,120.0
Z006,2025-01-29,333.76142371239155,55.0
Z006,2025-01-30,148.86805567613018,86.0
Z006,2025-01-31,59.23436662819634,96.0
Z006,2025-02-01,421.9782554761199,177.0
Z006,2025-02-02,214.51806545178505,106.0
Z006,2025-02-03,209.16350896133028,176.0
Z006,2025-02-04,186.11556312556695,91.0
Z006,2025-02-05,488.9179747158894,180.0
Z006,2025-02-06,126.55193778917666,78.0
Z006,2025-02-07,454.2071287789558,39.0
Z006,2025-02-08,399.5614994629496,176.0
Z006,2025-02-09,84.41597997469088,148.0
Z006,2025-02-10,494.0280956753819,181.0
Z006,2025-02-11,172.11468359255474,191.0
Z006,2025-02-12,94.36231716008555,128.0
Z006,2025-02-13,423.19140535659176,33.0
Z006,2025-02-14,368.0039901549649,184.0
Z006,2025-02-15,327.7484626450554,182.0
Z006,2025-02-16,120.19138866451992,43.0
Z006,2025-02-17,265.32325231518286,129.0
Z006,2025-02-18,401.2502120992462,153.0
Z006,2025-02-19,186.6307721647281,57.0
Z006,2025-02-20,190.26042283176866,148.0
Z006,2025-02-21,51.413407721654956,60.0
Z006,2025-02-22,128.4095307404208,
Z006,2025-02-23,443.93253130482543,55.0
Z006,2025-02-24,248.7859212369682,124.0
Z006,2025-02-25,492.9055246554953,128.0
Z006,2025-02-26,228.06858360820667,50.0
Z006,2025-02-27,371.8339046511086,176.0
Z006,2025-02-28,176.8635693071281,132.0
Z006,2025-03-01,213.71433851342007,150.0
Z006,2025-03-02,135.82669441590258,80.0
Z006,2025-03-03,206.17806582472775,25.0
Z006,2025-03-04,,39.0
Z006,2025-03-05,496.29779644066224,130.0
Z006,2025-03-06,348.89077088230357,80.0
Z006,2025-03-07,139.66067948374132,193.0
Z006,2025-03-08,70.23264871619801,160.0
Z006,2025-03-09,106.86041659152977,42.0
Z006,2025-03-10,303.1498405728713,98.0
Z006,2025-03-11,394.3221479675448,50.0
Z006,2025-03-12,473.1886432853361,23.0
Z006,2025-03-13,57.12042739856937,137.0
Z006,2025-03-14,285.2420637028414,85.0
Z006,2025-03-15,261.8903103004295,163.0
Z006,2025-03-16,345.2247598890668,134.0
Z006,2025-03-17,301.81048450940386,50.0
Z006,2025-03-18,359.16761776211627,195.0
Z006,2025-03-19,346.13716313713564,142.0
Z006,2025-03-20,102.65527618607578,62.0
Z006,2025-03-21,409.8730611284238,23.0
Z006,2025-03-22,105.45465907234617,67.0
Z006,2025-03-23,364.3387813441117,175.0
Z006,2025-03-24,237.26541543827304,163.0
Z006,2025-03-25,281.23283055946905,108.0
Z006,2025-03-26,456.48410646906973,145.0
Z006,2025-03-27,450.44767691306896,96.0
Z006,2025-03-28,418.0353375447633,177.0
Z006,2025-03-29,279.5667712053455,84.0
Z006,2025-03-30,381.3079145602249,88.0
Z006,2025-03-31,280.80367498346425,33.0
Z007,2025-01-01,441.32273711364985,94.0
Z007,2025-01-02,231.24912495480496,181.0
Z007,2025-01-03,486.60590498669455,48.0
Z007,2025-01-04,469.5452412029949,98.0
Z007,2025-01-05,383.7211787533035,172.0
Z007,2025-01-06,175.7371478792324,113.0
Z007,2025-01-07,109.24411495696629,85.0
Z007,2025-01-08,434.61655254193886,134.0
Z007,2025-01-09,124.38602876208257,59.0
Z007,2025-01-10,434.4173550488011,162.0
Z007,2025-01-11,270.8442530205622,51.0
Z007,2025-01-12,232.9505527136469,39.0
Z007,2025-01-13,456.4358504754931,72.0
Z007,2025-01-14,321.73294214312506,68.0
Z007,2025-01-15,309.476303208373,108.0
Z007,2025-01-16,301.444675080979,101.0
Z007,2025-01-17,217.02628220878913,20.0
Z007,2025-01-18,403.53939658810725,186.0
Z007,2025-01-19,163.75929980709785,80.0
Z007,2025-01-20,472.5027320185738,149.0
Z007,2025-01-21,452.29334227113236,113.0
Z007,2025-01-22,201.86614655370417,36.0
Z007,2025-01-23,378.2586964242487,176.0
Z007,2025-01-24,307.95043750231616,136.0
Z007,2025-01-25,201.94218589965556,125.0
Z007,2025-01-26,,151.0
Z007,2025-01-27,61.35680563171889,104.0
Z007,2025-01-28,163.690713779579,62.0
Z007,2025-01-29,284.03332750001766,95.0
Z007,2025-01-30,284.8788515653538,159.0
Z007,2025-01-31,315.01988372550386,69.0
Z007,2025-02-01,388.25427741031365,80.0
Z007,2025-02-02,330.5650237336834,123.0
Z007,2025-02-03,320.12665723761666,70.0
Z007,2025-02-04,74.08150831086948,96.0
Z007,2025-02-05,219.43862950518425,117.0
Z007,2025-02-06,154.4250828655202,102.0
Z007,2025-02-07,169.41655022088895,
Z007,2025-02-08,299.45186345315517,24.0
Z007,2025-02-09,139.7773917183238,175.0
Z007,2025-02-10,182.27709545760388,157.0
Z007,2025-02-11,156.68811883280304,107.0
Z007,2025-02-12,,199.0
Z007,2025-02-13,475.0995794769928,36.0
Z007,2025-02-14,324.47370136822326,84.0
Z007,2025-02-15,466.03511092935497,143.0
Z007,2025-02-16,403.6156904607679,40.0
Z007,2025-02-17,315.47654726081396,130.0
Z007,2025-02-18,,196.0
Z007,2025-02-19,397.6323287357318,126.0
Z007,2025-02-20,366.119753714811,41.0
Z007,2025-02-21,326.8641439770863,88.0
Z007,2025-02-22,392.1909402571123,55.0
Z007,2025-02-23,280.8149741486446,168.0
Z007,2025-02-24,366.83747209460256,92.0
Z007,2025-02-25,470.827439026922,110.0
Z007,2025-02-26,219.1122571307388,195.0
Z007,2025-02-27,368.65482570528144,145.0
Z007,2025-02-28,264.0595181049314,165.0
Z007,2025-03-01,353.4798433162917,118.0
Z007,2025-03-02,393.30200099946387,34.0
Z007,2025-03-03,70.45362519610819,63.0
Z007,2025-03-04,340.97019977689786,
Z007,2025-03-05,152.03353298312504,116.0
Z007,2025-03-06,351.514642013405,55.0
Z007,2025-03-07,260.7485836702161,187.0
Z007,2025-03-08,398.09873383919927,198.0
Z007,2025-03-09,105.53036684251839,49.0
Z007,2025-03-10,331.8450582452878,45.0
Z007,2025-03-11,175.31182801739854,104.0
Z007,2025-03-12,,120.0
Z007,2025-03-13,467.77257753633836,140.0
Z007,2025-03-14,498.3792321555749,50.0
Z007,2025-03-15,408.2033310922775,36.0
Z007,2025-03-16,389.18033169260207,117.0
Z007,2025-03-17,146.97534149039797,145.0
Z007,2025-03-18,201.20317654554893,43.0
Z007,2025-03-19,259.5571437930258,141.0
Z007,2025-03-20,398.0214715020124,151.0
Z007,2025-03-21,461.7346392850859,156.0
Z007,2025-03-22,135.11259501034309,149.0
Z007,2025-03-23,465.0653681015463,182.0
Z007,2025-03-24,363.0310935593261,142.0
Z007,2025-03-25,324.8468288082674,57.0
Z007,2025-03-26,,192.0
