zone_id,date,tourist_visits
Z004,2025-01-25,125.0
Z004,2025-01-26,407.0
Z004,2025-01-27,
Z004,2025-01-28,267.0
Z004,2025-01-29,230.0
Z004,2025-01-30,12.0
Z004,2025-01-31,170.0
Z004,2025-02-01,353.0
Z004,2025-02-02,414.0
Z004,2025-02-03,645.0
Z004,2025-02-04,717.0
Z004,2025-02-05,865.0
Z004,2025-02-06,
Z004,2025-02-07,311.0
Z004,2025-02-08,138.0
Z004,2025-02-09,48.0
Z004,2025-02-10,79.0
Z004,2025-02-11,
Z004,2025-02-12,202.0
Z004,2025-02-13,699.0
Z004,2025-02-14,968.0
Z004,2025-02-15,125.0
Z004,2025-02-16,408.0
Z004,2025-02-17,389.0
Z004,2025-02-18,566.0
Z004,2025-02-19,747.0
Z004,2025-02-20,293.0
Z004,2025-02-21,939.0
Z004,2025-02-22,689.0
Z004,2025-02-23,930.0
Z004,2025-02-24,430.0
Z004,2025-02-25,496.0
Z004,2025-02-26,821.0
Z004,2025-02-27,594.0
Z004,2025-02-28,305.0
Z004,2025-03-01,333.0
Z004,2025-03-02,826.0
Z004,2025-03-03,624.0
Z004,2025-03-04,965.0
Z004,2025-03-05,
Z004,2025-03-06,507.0
Z004,2025-03-07,
Z004,2025-03-08,322.0
Z004,2025-03-09,314.0
Z004,2025-03-10,683.0
Z004,2025-03-11,516.0
Z004,2025-03-12,340.0
Z004,2025-03-13,972.0
Z004,2025-03-14,487.0
Z004,2025-03-15,752.0
Z004,2025-03-16,817.0
Z004,2025-03-17,836.0
Z004,2025-03-18,611.0
Z004,2025-03-19,
Z004,2025-03-20,
Z004,2025-03-21,227.0
Z004,2025-03-22,728.0
Z004,2025-03-23,475.0
Z004,2025-03-24,189.0
Z004,2025-03-25,918.0
Z004,2025-03-26,472.0
Z004,2025-03-27,43.0
Z004,2025-03-28,822.0
Z004,2025-03-29,183.0
Z004,2025-03-30,991.0
Z004,2025-03-31,217.0
Z005,2025-01-01,892.0
Z005,2025-01-02,269.0
Z005,2025-01-03,785.0
Z005,2025-01-04,
Z005,2025-01-05,
Z005,2025-01-06,644.0
Z005,2025-01-07,
Z005,2025-01-08,894.0
Z005,2025-01-09,
Z005,2025-01-10,185.0
Z005,2025-01-11,141.0
Z005,2025-01-12,596.0
Z005,2025-01-13,468.0
Z005,2025-01-14,285.0
Z005,2025-01-15,703.0
Z005,2025-01-16,897.0
Z005,2025-01-17,464.0
Z005,2025-01-18,724.0
Z005,2025-01-19,
Z005,2025-01-20,378.0
Z005,2025-01-21,868.0
Z005,2025-01-22,157.0
Z005,2025-01-23,
Z005,2025-01-24,333.0
Z005,2025-01-25,152.0
Z005,2025-01-26,5.0
Z005,2025-01-27,917.0
Z005,2025-01-28,549.0
Z005,2025-01-29,316.0
Z005,2025-01-30,893.0
Z005,2025-01-31,625.0
Z005,2025-02-01,465.0
Z005,2025-02-02,836.0
Z005,2025-02-03,712.0
Z005,2025-02-04,787.0
Z005,2025-02-05,101.0
Z005,2025-02-06,273.0
Z005,2025-02-07,710.0
Z005,2025-02-08,113.0
Z005,2025-02-09,874.0
Z005,2025-02-10,817.0
Z005,2025-02-11,271.0
Z005,2025-02-12,196.0
Z005,2025-02-13,193.0
Z005,2025-02-14,490.0
Z005,2025-02-15,910.0
Z005,2025-02-16,862.0
Z005,2025-02-17,44.0
Z005,2025-02-18,
Z005,2025-02-19,788.0
Z005,2025-02-20,398.0
Z005,2025-02-21,599.0
Z005,2025-02-22,271.0
Z005,2025-02-23,313.0
Z005,2025-02-24,699.0
Z005,2025-02-25,656.0
Z005,2025-02-26,869.0
Z005,2025-02-27,317.0
Z005,2025-02-28,730.0
Z005,2025-03-01,386.0
Z005,2025-03-02,862.0
Z005,2025-03-03,
Z005,2025-03-04,264.0
Z005,2025-03-05,362.0
Z005,2025-03-06,396.0
Z005,2025-03-07,742.0
Z005,2025-03-08,334.0
Z005,2025-03-09,635.0
Z005,2025-03-10,22.0
Z005,2025-03-11,802.0
Z005,2025-03-12,801.0
Z005,2025-03-13,105.0
Z005,2025-03-14,529.0
Z005,2025-03-15,
Z005,2025-03-16,952.0
Z005,2025-03-17,740.0
Z005,2025-03-18,350.0
Z005,2025-03-19,638.0
Z005,2025-03-20,167.0
Z005,2025-03-21,
Z005,2025-03-22,281.0
Z005,2025-03-23,269.0
Z005,2025-03-24,559.0
Z005,2025-03-25,803.0
Z005,2025-03-26,102.0
Z005,2025-03-27,321.0
Z005,2025-03-28,267.0
Z005,2025-03-29,670.0
Z005,2025-03-30,18.0
Z005,2025-03-31,907.0
Z006,2025-01-01,636.0
Z006,2025-01-02,
Z006,2025-01-03,713.0
Z006,2025-01-04,46.0
Z006,2025-01-05,503.0
Z006,2025-01-06,
Z006,2025-01-07,824.0
Z006,2025-01-08,243.0
Z006,2025-01-09,594.0
Z006,2025-01-10,288.0
Z006,2025-01-11,493.0
Z006,2025-01-12,457.0
Z006,2025-01-13,966.0
Z006,2025-01-14,359.0
Z006,2025-01-15,
Z006,2025-01-16,828.0
Z006,2025-01-17,439.0
Z006,2025-01-18,582.0
Z006,2025-01-19,599.0
Z006,2025-01-20,649.0
Z006,2025-01-21,
Z006,2025-01-22,651.0
Z006,2025-01-23,857.0
Z006,2025-01-24,743.0
Z006,2025-01-25,
Z006,2025-01-26,84.0
Z006,2025-01-27,786.0
Z006,2025-01-28,53.0
Z006,2025-01-29,612.0
Z006,2025-01-30,165.0
Z006,2025-01-31,75.0
Z006,2025-02-01,244.0
Z006,2025-02-02,183.0
Z006,2025-02-03,175.0
Z006,2025-02-04,952.0
Z006,2025-02-05,461.0
Z006,2025-02-06,850.0
Z006,2025-02-07,640.0
Z006,2025-02-08,642.0
Z006,2025-02-09,516.0
Z006,2025-02-10,
Z006,2025-02-11,470.0
Z006,2025-02-12,285.0
Z006,2025-02-13,433.0
Z006,2025-02-14,169.0
Z006,2025-02-15,898.0
Z006,2025-02-16,
Z006,2025-02-17,220.0
Z006,2025-02-18,91.0
Z006,2025-02-19,395.0
Z006,2025-02-20,267.0
Z006,2025-02-21,843.0
Z006,2025-02-22,836.0
Z006,2025-02-23,321.0
Z006,2025-02-24,859.0
Z006,2025-02-25,684.0
Z006,2025-02-26,178.0
Z006,2025-02-27,256.0
Z006,2025-02-28,363.0
Z006,2025-03-01,868.0
Z006,2025-03-02,189.0
Z006,2025-03-03,474.0
Z006,2025-03-04,78.0
Z006,2025-03-05,138.0
Z006,2025-03-06,804.0
Z006,2025-03-07,663.0
Z006,2025-03-08,150.0
Z006,2025-03-09,995.0
Z006,2025-03-10,926.0
Z006,2025-03-11,690.0
Z006,2025-03-12,854.0
Z006,2025-03-13,682.0
Z006,2025-03-14,953.0
Z006,2025-03-15,143.0
Z006,2025-03-16,688.0
Z006,2025-03-17,642.0
Z006,2025-03-18,270.0
Z006,2025-03-19,777.0
Z006,2025-03-20,959.0
Z006,2025-03-21,648.0
Z006,2025-03-22,818.0
Z006,2025-03-23,122.0
Z006,2025-03-24,805.0
Z006,2025-03-25,76.0
Z006,2025-03-26,436.0
Z006,2025-03-27,80.0
Z006,2025-03-28,390.0
Z006,2025-03-29,602.0
Z006,2025-03-30,101.0
Z006,2025-03-31,946.0
Z007,2025-01-01,75.0
Z007,2025-01-02,159.0
Z007,2025-01-03,438.0
Z007,2025-01-04,
Z007,2025-01-05,621.0
Z007,2025-01-06,118.0
Z007,2025-01-07,800.0
Z007,2025-01-08,333.0
Z007,2025-01-09,763.0
Z007,2025-01-10,184.0
Z007,2025-01-11,53.0
Z007,2025-01-12,121.0
Z007,2025-01-13,471.0
Z007,2025-01-14,43.0
Z007,2025-01-15,559.0
Z007,2025-01-16,777.0
Z007,2025-01-17,351.0
Z007,2025-01-18,587.0
Z007,2025-01-19,108.0
Z007,2025-01-20,528.0
Z007,2025-01-21,860.0
Z007,2025-01-22,129.0
Z007,2025-01-23,290.0
Z007,2025-01-24,
Z007,2025-01-25,162.0
Z007,2025-01-26,953.0
Z007,2025-01-27,524.0
Z007,2025-01-28,16.0
Z007,2025-01-29,538.0
Z007,2025-01-30,121.0
Z007,2025-01-31,880.0
Z007,2025-02-01,903.0
Z007,2025-02-02,938.0
Z007,2025-02-03,145.0
Z007,2025-02-04,64.0
Z007,2025-02-05,292.0
Z007,2025-02-06,342.0
Z007,2025-02-07,137.0
Z007,2025-02-08,601.0
Z007,2025-02-09,783.0
Z007,2025-02-10,775.0
Z007,2025-02-11,671.0
Z007,2025-02-12,111.0
Z007,2025-02-13,0.0
Z007,2025-02-14,751.0
Z007,2025-02-15,917.0
Z007,2025-02-16,957.0
Z007,2025-02-17,910.0
Z007,2025-02-18,92.0
Z007,2025-02-19,888.0
Z007,2025-02-20,293.0
Z007,2025-02-21,987.0
Z007,2025-02-22,323.0
Z007,2025-02-23,59.0
Z007,2025-02-24,472.0
Z007,2025-02-25,538.0
Z007,2025-02-26,82.0
Z007,2025-02-27,245.0
Z007,2025-02-28,517.0
Z007,2025-03-01,340.0
Z007,2025-03-02,920.0
Z007,2025-03-03,212.0
Z007,2025-03-04,633.0
Z007,2025-03-05,968.0
Z007,2025-03-06,353.0
Z007,2025-03-07,868.0
Z007,2025-03-08,767.0
Z007,2025-03-09,351.0
Z007,2025-03-10,418.0
Z007,2025-03-11,501.0
Z007,2025-03-12,952.0
Z007,2025-03-13,
Z007,2025-03-14,729.0
Z007,2025-03-15,622.0
Z007,2025-03-16,
Z007,2025-03-17,588.0
Z007,2025-03-18,260.0
Z007,2025-03-19,608.0
Z007,2025-03-20,
Z007,2025-03-21,522.0
Z007,2025-03-22,380.0
Z007,2025-03-23,198.0
Z007,2025-03-24,342.0
Z007,2025-03-25,4.0
Z007,2025-03-26,88.0
Z007,2025-03-27,707.0
Z007,2025-03-28,249.0
Z007,2025-03-29,742.0
Z007,2025-03-30,475.0
Z007,2025-03-31,
Z008,2025-01-01,551.0
Z008,2025-01-02,148.0
Z008,2025-01-03,153.0
Z008,2025-01-04,325.0
Z008,2025-01-05,257.0
Z008,2025-01-06,
Z008,2025-01-07,161.0
Z008,2025-01-08,
Z008,2025-01-09,
Z008,2025-01-10,212.0
Z008,2025-01-11,754.0
Z008,2025-01-12,875.0
Z008,2025-01-13,993.0
Z008,2025-01-14,858.0
Z008,2025-01-15,119.0
Z008,2025-01-16,97.0
Z008,2025-01-17,525.0
Z008,2025-01-18,243.0
Z008,2025-01-19,17.0
Z008,2025-01-20,371.0
Z008,2025-01-21,212.0
Z008,2025-01-22,575.0
Z008,2025-01-23,813.0
Z008,2025-01-24,88.0
Z008,2025-01-25,
Z008,2025-01-26,45.0
Z008,2025-01-27,161.0
Z008,2025-01-28,520.0
Z008,2025-01-29,949.0
Z008,2025-01-30,340.0
Z008,2025-01-31,426.0
Z008,2025-02-01,207.0
Z008,2025-02-02,145.0
Z008,2025-02-03,196.0
Z008,2025-02-04,365.0
Z008,2025-02-05,857.0
Z008,2025-02-06,
Z008,2025-02-07,234.0
Z008,2025-02-08,580.0
Z008,2025-02-09,751.0
Z008,2025-02-10,512.0
Z008,2025-02-11,654.0
Z008,2025-02-12,668.0
Z008,2025-02-13,24.0
Z008,2025-02-14,613.0
Z008,2025-02-15,44.0
Z008,2025-02-16,542.0
Z008,2025-02-17,
Z008,2025-02-18,771.0
Z008,2025-02-19,905.0
Z008,2025-02-20,150.0
Z008,2025-02-21,314.0
Z008,2025-02-22,614.0
Z008,2025-02-23,549.0
Z008,2025-02-24,896.0
Z008,2025-02-25,408.0
Z008,2025-02-26,398.0
Z008,2025-02-27,323.0
Z008,2025-02-28,448.0
Z008,2025-03-01,621.0
Z008,2025-03-02,973.0
Z008,2025-03-03,207.0
Z008,2025-03-04,202.0
Z008,2025-03-05,69.0
Z008,2025-03-06,212.0
Z008,2025-03-07,159.0
Z008,2025-03-08,621.0
Z008,2025-03-09,38.0
Z008,2025-03-10,173.0
Z008,2025-03-11,347.0
Z008,2025-03-12,220.0
Z008,2025-03-13,49.0
Z008,2025-03-14,149.0
Z008,2025-03-15,739.0
Z008,2025-03-16,800.0
Z008,2025-03-17,206.0
Z008,2025-03-18,
Z008,2025-03-19,332.0
Z008,2025-03-20,385.0
Z008,2025-03-21,298.0
Z008,2025-03-22,69.0
Z008,2025-03-23,815.0
Z008,2025-03-24,22.0
Z008,2025-03-25,206.0
Z008,2025-03-26,645.0
Z008,2025-03-27,533.0
Z008,2025-03-28,140.0
Z008,2025-03-29,140.0
Z008,2025-03-30,177.0
Z008,2025-03-31,548.0
Z009,2025-01-01,818.0
Z009,2025-01-02,163.0
Z009,2025-01-03,328.0
Z009,2025-01-04,324.0
Z009,2025-01-05,67.0
Z009,2025-01-06,957.0
Z009,2025-01-07,777.0
Z009,2025-01-08,158.0
Z009,2025-01-09,519.0
Z009,2025-01-10,471.0
Z009,2025-01-11,473.0
Z009,2025-01-12,906.0
Z009,2025-01-13,709.0
Z009,2025-01-14,492.0
Z009,2025-01-15,160.0
Z009,2025-01-16,858.0
Z009,2025-01-17,556.0
Z009,2025-01-18,653.0
Z009,2025-01-19,599.0
Z009,2025-01-20,801.0
Z009,2025-01-21,982.0
Z009,2025-01-22,
Z009,2025-01-23,967.0
Z009,2025-01-24,909.0
Z009,2025-01-25,327.0
Z009,2025-01-26,291.0
Z009,2025-01-27,935.0
Z009,2025-01-28,84.0
Z009,2025-01-29,156.0
Z009,2025-01-30,853.0
Z009,2025-01-31,615.0
Z009,2025-02-01,
Z009,2025-02-02,506.0
Z009,2025-02-03,826.0
Z009,2025-02-04,23.0
Z009,2025-02-05,852.0
Z009,2025-02-06,125.0
Z009,2025-02-07,364.0
Z009,2025-02-08,777.0
Z009,2025-02-09,520.0
Z009,2025-02-10,37.0
Z009,2025-02-11,161.0
Z009,2025-02-12,320.0
Z009,2025-02-13,325.0
Z009,2025-02-14,945.0
Z009,2025-02-15,
Z009,2025-02-16,864.0
Z009,2025-02-17,745.0
Z009,2025-02-18,328.0
Z009,2025-02-19,245.0
Z009,2025-02-20,136.0
Z009,2025-02-21,76.0
Z009,2025-02-22,393.0
Z009,2025-02-23,550.0
Z009,2025-02-24,84.0
Z009,2025-02-25,634.0
Z009,2025-02-26,349.0
Z009,2025-02-27,662.0
Z009,2025-02-28,377.0
Z009,2025-03-01,460.0
Z009,2025-03-02,959.0
Z009,2025-03-03,409.0
Z009,2025-03-04,448.0
Z009,2025-03-05,549.0
Z009,2025-03-06,782.0
Z009,2025-03-07,408.0
Z009,2025-03-08,424.0
Z009,2025-03-09,382.0
Z009,2025-03-10,458.0
Z009,2025-03-11,578.0
Z009,2025-03-12,938.0
Z009,2025-03-13,388.0
Z009,2025-03-14,215.0
Z009,2025-03-15,272.0
Z009,2025-03-16,211.0
Z009,2025-03-17,212.0
Z009,2025-03-18,609.0
Z009,2025-03-19,
Z009,2025-03-20,491.0
Z009,2025-03-21,722.0
Z009,2025-03-22,326.0
Z009,2025-03-23,15.0
Z009,2025-03-24,
Z009,2025-03-25,13.0
Z009,2025-03-26,583.0
Z009,2025-03-27,67.0
Z009,2025-03-28,998.0
Z009,2025-03-29,876.0
Z009,2025-03-30,815.0
Z009,2025-03-31,250.0
Z010,2025-01-01,281.0
Z010,2025-01-02,9.0
Z010,2025-01-03,62.0
Z010,2025-01-04,202.0
Z010,2025-01-05,490.0
Z010,2025-01-06,449.0
Z010,2025-01-07,883.0
Z010,2025-01-08,145.0
Z010,2025-01-09,919.0
Z010,2025-01-10,91.0
Z010,2025-01-11,806.0
Z010,2025-01-12,456.0
Z010,2025-01-13,901.0
Z010,2025-01-14,72.0
Z010,2025-01-15,165.0
Z010,2025-01-16,78.0
Z010,2025-01-17,388.0
Z010,2025-01-18,212.0
Z010,2025-01-19,911.0
Z010,2025-01-20,308.0
Z010,2025-01-21,661.0
Z010,2025-01-22,222.0
Z010,2025-01-23,515.0
Z010,2025-01-24,391.0
Z010,2025-01-25,
Z010,2025-01-26,309.0
Z010,2025-01-27,324.0
Z010,2025-01-28,633.0
Z010,2025-01-29,206.0
Z010,2025-01-30,659.0
Z010,2025-01-31,218.0
Z010,2025-02-01,807.0
Z010,2025-02-02,300.0
Z010,2025-02-03,835.0
Z010,2025-02-04,742.0
Z010,2025-02-05,516.0
Z010,2025-02-06,614.0
Z010,2025-02-07,149.0
Z010,2025-02-08,693.0
Z010,2025-02-09,479.0
Z010,2025-02-10,731.0
Z010,2025-02-11,123.0
Z010,2025-02-12,731.0
Z010,2025-02-13,673.0
Z010,2025-02-14,439.0
Z010,2025-02-15,642.0
Z010,2025-02-16,208.0
Z010,2025-02-17,
Z010,2025-02-18,
Z010,2025-02-19,381.0
Z010,2025-02-20,417.0
Z010,2025-02-21,
Z010,2025-02-22,529.0
Z010,2025-02-23,409.0
Z010,2025-02-24,754.0
Z010,2025-02-25,
Z010,2025-02-26,462.0
Z010,2025-02-27,33.0
Z010,2025-02-28,297.0
Z010,2025-03-01,675.0
Z010,2025-03-02,514.0
Z010,2025-03-03,418.0
Z010,2025-03-04,71.0
Z010,2025-03-05,540.0
Z010,2025-03-06,245.0
Z010,2025-03-07,509.0
Z010,2025-03-08,584.0
Z010,2025-03-09,623.0
Z010,2025-03-10,118.0
Z010,2025-03-11,913.0
Z010,2025-03-12,464.0
Z010,2025-03-13,156.0
Z010,2025-03-14,937.0
Z010,2025-03-15,805.0
Z010,2025-03-16,184.0
Z010,2025-03-17,948.0
Z010,2025-03-18,915.0
Z010,2025-03-19,395.0
Z010,2025-03-20,
Z010,2025-03-21,916.0
Z010,2025-03-22,235.0
Z010,2025-03-23,806.0
Z010,2025-03-24,882.0
Z010,2025-03-25,
Z010,2025-03-26,657.0
Z010,2025-03-27,503.0
Z010,2025-03-28,68.0
Z010,2025-03-29,269.0
Z010,2025-03-30,330.0
Z010,2025-03-31,288.0
Z011,2025-01-01,489.0
Z011,2025-01-02,105.0
Z011,2025-01-03,504.0
Z011,2025-01-04,353.0
Z011,2025-01-05,956.0
Z011,2025-01-06,
Z011,2025-01-07,256.0
Z011,2025-01-08,665.0
Z011,2025-01-09,424.0
Z011,2025-01-10,873.0
Z011,2025-01-11,618.0
Z011,2025-01-12,170.0
Z011,2025-01-13,
Z011,2025-01-14,324.0
Z011,2025-01-15,868.0
Z011,2025-01-16,117.0
Z011,2025-01-17,108.0
Z011,2025-01-18,988.0
Z011,2025-01-19,947.0
Z011,2025-01-20,821.0
Z011,2025-01-21,748.0
Z011,2025-01-22,724.0
Z011,2025-01-23,711.0
Z011,2025-01-24,194.0
Z011,2025-01-25,422.0
Z011,2025-01-26,620.0
Z011,2025-01-27,387.0
Z011,2025-01-28,530.0
Z011,2025-01-29,643.0
Z011,2025-01-30,664.0
Z011,2025-01-31,685.0
Z011,2025-02-01,404.0
Z011,2025-02-02,605.0
Z011,2025-02-03,161.0
Z011,2025-02-04,560.0
Z011,2025-02-05,753.0
Z011,2025-02-06,824.0
Z011,2025-02-07,816.0
Z011,2025-02-08,806.0
Z011,2025-02-09,244.0
Z011,2025-02-10,50.0
Z011,2025-02-11,689.0
Z011,2025-02-12,363.0
Z011,2025-02-13,790.0
