zone_id,date,bike_availability
Z005,2025-02-09,
Z005,2025-02-10,119.0
Z005,2025-02-11,3.0
Z005,2025-02-12,44.0
Z005,2025-02-13,113.0
Z005,2025-02-14,
Z005,2025-02-15,157.0
Z005,2025-02-16,160.0
Z005,2025-02-17,13.0
Z005,2025-02-18,144.0
Z005,2025-02-19,
Z005,2025-02-20,21.0
Z005,2025-02-21,147.0
Z005,2025-02-22,159.0
Z005,2025-02-23,121.0
Z005,2025-02-24,61.0
Z005,2025-02-25,119.0
Z005,2025-02-26,112.0
Z005,2025-02-27,166.0
Z005,2025-02-28,
Z005,2025-03-01,140.0
Z005,2025-03-02,41.0
Z005,2025-03-03,91.0
Z005,2025-03-04,194.0
Z005,2025-03-05,118.0
Z005,2025-03-06,106.0
Z005,2025-03-07,185.0
Z005,2025-03-08,74.0
Z005,2025-03-09,96.0
Z005,2025-03-10,13.0
Z005,2025-03-11,154.0
Z005,2025-03-12,188.0
Z005,2025-03-13,
Z005,2025-03-14,12.0
Z005,2025-03-15,160.0
Z005,2025-03-16,103.0
Z005,2025-03-17,142.0
Z005,2025-03-18,142.0
Z005,2025-03-19,94.0
Z005,2025-03-20,116.0
Z005,2025-03-21,18.0
Z005,2025-03-22,91.0
Z005,2025-03-23,128.0
Z005,2025-03-24,131.0
Z005,2025-03-25,11.0
Z005,2025-03-26,176.0
Z005,2025-03-27,48.0
Z005,2025-03-28,93.0
Z005,2025-03-29,66.0
Z005,2025-03-30,4.0
Z005,2025-03-31,19.0
Z006,2025-01-01,190.0
Z006,2025-01-02,128.0
Z006,2025-01-03,
Z006,2025-01-04,8.0
Z006,2025-01-05,190.0
Z006,2025-01-06,144.0
Z006,2025-01-07,50.0
Z006,2025-01-08,131.0
Z006,2025-01-09,150.0
Z006,2025-01-10,191.0
Z006,2025-01-11,67.0
Z006,2025-01-12,18.0
Z006,2025-01-13,159.0
Z006,2025-01-14,142.0
Z006,2025-01-15,77.0
Z006,2025-01-16,
Z006,2025-01-17,25.0
Z006,2025-01-18,19.0
Z006,2025-01-19,5.0
Z006,2025-01-20,133.0
Z006,2025-01-21,193.0
Z006,2025-01-22,110.0
Z006,2025-01-23,95.0
Z006,2025-01-24,
Z006,2025-01-25,137.0
Z006,2025-01-26,31.0
Z006,2025-01-27,175.0
Z006,2025-01-28,14.0
Z006,2025-01-29,7.0
Z006,2025-01-30,123.0
Z006,2025-01-31,
Z006,2025-02-01,
Z006,2025-02-02,71.0
Z006,2025-02-03,21.0
Z006,2025-02-04,189.0
Z006,2025-02-05,134.0
Z006,2025-02-06,112.0
Z006,2025-02-07,136.0
Z006,2025-02-08,
Z006,2025-02-09,141.0
Z006,2025-02-10,69.0
Z006,2025-02-11,77.0
Z006,2025-02-12,187.0
Z006,2025-02-13,
Z006,2025-02-14,47.0
Z006,2025-02-15,94.0
Z006,2025-02-16,138.0
Z006,2025-02-17,23.0
Z006,2025-02-18,143.0
Z006,2025-02-19,128.0
Z006,2025-02-20,58.0
Z006,2025-02-21,43.0
Z006,2025-02-22,25.0
Z006,2025-02-23,116.0
Z006,2025-02-24,123.0
Z006,2025-02-25,104.0
Z006,2025-02-26,49.0
Z006,2025-02-27,155.0
Z006,2025-02-28,193.0
Z006,2025-03-01,22.0
Z006,2025-03-02,86.0
Z006,2025-03-03,81.0
Z006,2025-03-04,76.0
Z006,2025-03-05,8.0
Z006,2025-03-06,29.0
Z006,2025-03-07,165.0
Z006,2025-03-08,14.0
Z006,2025-03-09,181.0
Z006,2025-03-10,23.0
Z006,2025-03-11,114.0
Z006,2025-03-12,141.0
Z006,2025-03-13,96.0
Z006,2025-03-14,49.0
Z006,2025-03-15,
Z006,2025-03-16,8.0
Z006,2025-03-17,151.0
Z006,2025-03-18,166.0
Z006,2025-03-19,188.0
Z006,2025-03-20,186.0
Z006,2025-03-21,182.0
Z006,2025-03-22,18.0
Z006,2025-03-23,98.0
Z006,2025-03-24,99.0
Z006,2025-03-25,156.0
Z006,2025-03-26,166.0
Z006,2025-03-27,185.0
Z006,2025-03-28,163.0
Z006,2025-03-29,42.0
Z006,2025-03-30,97.0
Z006,2025-03-31,171.0
Z007,2025-01-01,51.0
Z007,2025-01-02,35.0
Z007,2025-01-03,169.0
Z007,2025-01-04,107.0
Z007,2025-01-05,144.0
Z007,2025-01-06,53.0
Z007,2025-01-07,139.0
Z007,2025-01-08,4.0
Z007,2025-01-09,23.0
Z007,2025-01-10,46.0
Z007,2025-01-11,60.0
Z007,2025-01-12,80.0
Z007,2025-01-13,47.0
Z007,2025-01-14,119.0
Z007,2025-01-15,
Z007,2025-01-16,53.0
Z007,2025-01-17,92.0
Z007,2025-01-18,146.0
Z007,2025-01-19,118.0
Z007,2025-01-20,151.0
Z007,2025-01-21,147.0
Z007,2025-01-22,37.0
Z007,2025-01-23,165.0
Z007,2025-01-24,150.0
Z007,2025-01-25,
Z007,2025-01-26,82.0
Z007,2025-01-27,91.0
Z007,2025-01-28,18.0
Z007,2025-01-29,191.0
Z007,2025-01-30,131.0
Z007,2025-01-31,79.0
Z007,2025-02-01,197.0
Z007,2025-02-02,65.0
Z007,2025-02-03,95.0
Z007,2025-02-04,
Z007,2025-02-05,199.0
Z007,2025-02-06,189.0
Z007,2025-02-07,47.0
Z007,2025-02-08,78.0
Z007,2025-02-09,
Z007,2025-02-10,10.0
Z007,2025-02-11,132.0
Z007,2025-02-12,116.0
Z007,2025-02-13,26.0
Z007,2025-02-14,134.0
Z007,2025-02-15,167.0
Z007,2025-02-16,67.0
Z007,2025-02-17,88.0
Z007,2025-02-18,162.0
Z007,2025-02-19,27.0
Z007,2025-02-20,72.0
Z007,2025-02-21,157.0
Z007,2025-02-22,143.0
Z007,2025-02-23,75.0
Z007,2025-02-24,171.0
Z007,2025-02-25,136.0
Z007,2025-02-26,166.0
Z007,2025-02-27,117.0
Z007,2025-02-28,65.0
Z007,2025-03-01,197.0
Z007,2025-03-02,63.0
Z007,2025-03-03,165.0
Z007,2025-03-04,
Z007,2025-03-05,75.0
Z007,2025-03-06,189.0
Z007,2025-03-07,35.0
Z007,2025-03-08,23.0
Z007,2025-03-09,101.0
Z007,2025-03-10,110.0
Z007,2025-03-11,87.0
Z007,2025-03-12,72.0
Z007,2025-03-13,178.0
Z007,2025-03-14,4.0
Z007,2025-03-15,193.0
Z007,2025-03-16,107.0
Z007,2025-03-17,11.0
Z007,2025-03-18,125.0
Z007,2025-03-19,198.0
Z007,2025-03-20,57.0
Z007,2025-03-21,140.0
Z007,2025-03-22,97.0
Z007,2025-03-23,158.0
Z007,2025-03-24,65.0
Z007,2025-03-25,60.0
Z007,2025-03-26,110.0
Z007,2025-03-27,173.0
Z007,2025-03-28,107.0
Z007,2025-03-29,170.0
Z007,2025-03-30,197.0
Z007,2025-03-31,107.0
Z008,2025-01-01,52.0
Z008,2025-01-02,100.0
Z008,2025-01-03,105.0
Z008,2025-01-04,
Z008,2025-01-05,173.0
Z008,2025-01-06,166.0
Z008,2025-01-07,15.0
Z008,2025-01-08,142.0
Z008,2025-01-09,125.0
Z008,2025-01-10,50.0
Z008,2025-01-11,194.0
Z008,2025-01-12,93.0
Z008,2025-01-13,199.0
Z008,2025-01-14,
Z008,2025-01-15,139.0
Z008,2025-01-16,57.0
Z008,2025-01-17,64.0
Z008,2025-01-18,51.0
Z008,2025-01-19,161.0
Z008,2025-01-20,196.0
Z008,2025-01-21,37.0
Z008,2025-01-22,147.0
Z008,2025-01-23,31.0
Z008,2025-01-24,189.0
Z008,2025-01-25,188.0
Z008,2025-01-26,123.0
Z008,2025-01-27,3.0
Z008,2025-01-28,18.0
Z008,2025-01-29,36.0
Z008,2025-01-30,14.0
Z008,2025-01-31,42.0
Z008,2025-02-01,65.0
Z008,2025-02-02,168.0
Z008,2025-02-03,60.0
Z008,2025-02-04,190.0
Z008,2025-02-05,41.0
Z008,2025-02-06,88.0
Z008,2025-02-07,163.0
Z008,2025-02-08,14.0
Z008,2025-02-09,59.0
Z008,2025-02-10,
Z008,2025-02-11,134.0
Z008,2025-02-12,66.0
Z008,2025-02-13,120.0
Z008,2025-02-14,107.0
Z008,2025-02-15,156.0
Z008,2025-02-16,112.0
Z008,2025-02-17,193.0
Z008,2025-02-18,32.0
Z008,2025-02-19,126.0
Z008,2025-02-20,126.0
Z008,2025-02-21,196.0
Z008,2025-02-22,100.0
Z008,2025-02-23,138.0
Z008,2025-02-24,198.0
Z008,2025-02-25,171.0
Z008,2025-02-26,76.0
Z008,2025-02-27,17.0
Z008,2025-02-28,116.0
Z008,2025-03-01,
Z008,2025-03-02,114.0
Z008,2025-03-03,169.0
Z008,2025-03-04,130.0
Z008,2025-03-05,41.0
Z008,2025-03-06,49.0
Z008,2025-03-07,145.0
Z008,2025-03-08,22.0
Z008,2025-03-09,95.0
Z008,2025-03-10,183.0
Z008,2025-03-11,34.0
Z008,2025-03-12,101.0
Z008,2025-03-13,102.0
Z008,2025-03-14,
Z008,2025-03-15,25.0
Z008,2025-03-16,
Z008,2025-03-17,96.0
Z008,2025-03-18,112.0
Z008,2025-03-19,5.0
Z008,2025-03-20,172.0
Z008,2025-03-21,137.0
Z008,2025-03-22,146.0
Z008,2025-03-23,101.0
Z008,2025-03-24,149.0
Z008,2025-03-25,58.0
Z008,2025-03-26,
Z008,2025-03-27,92.0
Z008,2025-03-28,178.0
Z008,2025-03-29,145.0
Z008,2025-03-30,6.0
Z008,2025-03-31,48.0
Z009,2025-01-01,176.0
Z009,2025-01-02,121.0
Z009,2025-01-03,148.0
Z009,2025-01-04,148.0
Z009,2025-01-05,173.0
Z009,2025-01-06,154.0
Z009,2025-01-07,136.0
Z009,2025-01-08,139.0
Z009,2025-01-09,73.0
Z009,2025-01-10,
Z009,2025-01-11,95.0
Z009,2025-01-12,156.0
Z009,2025-01-13,145.0
Z009,2025-01-14,81.0
Z009,2025-01-15,26.0
Z009,2025-01-16,43.0
Z009,2025-01-17,
Z009,2025-01-18,149.0
Z009,2025-01-19,162.0
Z009,2025-01-20,46.0
Z009,2025-01-21,108.0
Z009,2025-01-22,133.0
Z009,2025-01-23,116.0
Z009,2025-01-24,44.0
Z009,2025-01-25,113.0
Z009,2025-01-26,79.0
Z009,2025-01-27,47.0
Z009,2025-01-28,14.0
Z009,2025-01-29,153.0
Z009,2025-01-30,89.0
Z009,2025-01-31,
Z009,2025-02-01,56.0
Z009,2025-02-02,56.0
Z009,2025-02-03,56.0
Z009,2025-02-04,158.0
Z009,2025-02-05,104.0
Z009,2025-02-06,
Z009,2025-02-07,
Z009,2025-02-08,
Z009,2025-02-09,30.0
Z009,2025-02-10,98.0
Z009,2025-02-11,162.0
Z009,2025-02-12,27.0
Z009,2025-02-13,165.0
Z009,2025-02-14,146.0
Z009,2025-02-15,180.0
Z009,2025-02-16,86.0
Z009,2025-02-17,
Z009,2025-02-18,25.0
Z009,2025-02-19,4.0
Z009,2025-02-20,19.0
Z009,2025-02-21,26.0
Z009,2025-02-22,110.0
Z009,2025-02-23,110.0
Z009,2025-02-24,89.0
Z009,2025-02-25,131.0
Z009,2025-02-26,179.0
Z009,2025-02-27,169.0
Z009,2025-02-28,
Z009,2025-03-01,106.0
Z009,2025-03-02,56.0
Z009,2025-03-03,182.0
Z009,2025-03-04,56.0
Z009,2025-03-05,165.0
Z009,2025-03-06,15.0
Z009,2025-03-07,
Z009,2025-03-08,24.0
Z009,2025-03-09,137.0
Z009,2025-03-10,18.0
Z009,2025-03-11,124.0
Z009,2025-03-12,54.0
Z009,2025-03-13,91.0
Z009,2025-03-14,162.0
Z009,2025-03-15,71.0
Z009,2025-03-16,
Z009,2025-03-17,54.0
Z009,2025-03-18,86.0
Z009,2025-03-19,141.0
Z009,2025-03-20,75.0
Z009,2025-03-21,1.0
Z009,2025-03-22,30.0
Z009,2025-03-23,166.0
Z009,2025-03-24,119.0
Z009,2025-03-25,70.0
Z009,2025-03-26,147.0
Z009,2025-03-27,
Z009,2025-03-28,183.0
Z009,2025-03-29,6.0
Z009,2025-03-30,24.0
Z009,2025-03-31,186.0
Z010,2025-01-01,117.0
Z010,2025-01-02,107.0
Z010,2025-01-03,133.0
Z010,2025-01-04,165.0
Z010,2025-01-05,88.0
Z010,2025-01-06,173.0
Z010,2025-01-07,184.0
Z010,2025-01-08,94.0
Z010,2025-01-09,184.0
Z010,2025-01-10,40.0
Z010,2025-01-11,13.0
Z010,2025-01-12,178.0
Z010,2025-01-13,109.0
Z010,2025-01-14,0.0
Z010,2025-01-15,74.0
Z010,2025-01-16,194.0
Z010,2025-01-17,145.0
Z010,2025-01-18,103.0
Z010,2025-01-19,142.0
Z010,2025-01-20,87.0
Z010,2025-01-21,132.0
Z010,2025-01-22,195.0
Z010,2025-01-23,
Z010,2025-01-24,38.0
Z010,2025-01-25,189.0
Z010,2025-01-26,
Z010,2025-01-27,4.0
Z010,2025-01-28,35.0
Z010,2025-01-29,55.0
Z010,2025-01-30,125.0
Z010,2025-01-31,55.0
Z010,2025-02-01,193.0
Z010,2025-02-02,191.0
Z010,2025-02-03,88.0
Z010,2025-02-04,121.0
Z010,2025-02-05,34.0
Z010,2025-02-06,90.0
Z010,2025-02-07,64.0
Z010,2025-02-08,144.0
Z010,2025-02-09,191.0
Z010,2025-02-10,125.0
Z010,2025-02-11,153.0
Z010,2025-02-12,198.0
Z010,2025-02-13,144.0
Z010,2025-02-14,98.0
Z010,2025-02-15,91.0
Z010,2025-02-16,105.0
Z010,2025-02-17,180.0
Z010,2025-02-18,135.0
Z010,2025-02-19,24.0
Z010,2025-02-20,150.0
Z010,2025-02-21,184.0
Z010,2025-02-22,11.0
Z010,2025-02-23,89.0
Z010,2025-02-24,21.0
Z010,2025-02-25,116.0
Z010,2025-02-26,
Z010,2025-02-27,
Z010,2025-02-28,5.0
Z010,2025-03-01,186.0
Z010,2025-03-02,79.0
Z010,2025-03-03,92.0
Z010,2025-03-04,51.0
Z010,2025-03-05,185.0
Z010,2025-03-06,182.0
Z010,2025-03-07,38.0
Z010,2025-03-08,134.0
Z010,2025-03-09,126.0
Z010,2025-03-10,144.0
Z010,2025-03-11,41.0
Z010,2025-03-12,155.0
Z010,2025-03-13,120.0
Z010,2025-03-14,1.0
Z010,2025-03-15,144.0
Z010,2025-03-16,95.0
Z010,2025-03-17,54.0
Z010,2025-03-18,120.0
Z010,2025-03-19,197.0
Z010,2025-03-20,41.0
Z010,2025-03-21,22.0
Z010,2025-03-22,121.0
Z010,2025-03-23,199.0
Z010,2025-03-24,44.0
Z010,2025-03-25,37.0
Z010,2025-03-26,10.0
Z010,2025-03-27,90.0
Z010,2025-03-28,193.0
Z010,2025-03-29,106.0
Z010,2025-03-30,163.0
Z010,2025-03-31,138.0
Z011,2025-01-01,40.0
Z011,2025-01-02,169.0
Z011,2025-01-03,102.0
Z011,2025-01-04,13.0
Z011,2025-01-05,173.0
Z011,2025-01-06,90.0
Z011,2025-01-07,112.0
Z011,2025-01-08,121.0
Z011,2025-01-09,95.0
Z011,2025-01-10,56.0
Z011,2025-01-11,41.0
Z011,2025-01-12,72.0
Z011,2025-01-13,8.0
Z011,2025-01-14,25.0
Z011,2025-01-15,78.0
Z011,2025-01-16,167.0
Z011,2025-01-17,108.0
Z011,2025-01-18,106.0
Z011,2025-01-19,120.0
Z011,2025-01-20,158.0
Z011,2025-01-21,68.0
Z011,2025-01-22,43.0
Z011,2025-01-23,166.0
Z011,2025-01-24,141.0
Z011,2025-01-25,124.0
Z011,2025-01-26,91.0
Z011,2025-01-27,161.0
Z011,2025-01-28,
Z011,2025-01-29,147.0
Z011,2025-01-30,
Z011,2025-01-31,46.0
Z011,2025-02-01,141.0
Z011,2025-02-02,123.0
Z011,2025-02-03,120.0
Z011,2025-02-04,98.0
Z011,2025-02-05,138.0
Z011,2025-02-06,146.0
Z011,2025-02-07,115.0
Z011,2025-02-08,175.0
Z011,2025-02-09,176.0
Z011,2025-02-10,172.0
Z011,2025-02-11,
Z011,2025-02-12,45.0
Z011,2025-02-13,118.0
Z011,2025-02-14,37.0
Z011,2025-02-15,70.0
