zone_id,date,parking_capacity
Z006,2025-03-16,538.0
Z006,2025-03-17,
Z006,2025-03-18,370.0
Z006,2025-03-19,377.0
Z006,2025-03-20,363.0
Z006,2025-03-21,689.0
Z006,2025-03-22,951.0
Z006,2025-03-23,116.0
Z006,2025-03-24,957.0
Z006,2025-03-25,752.0
Z006,2025-03-26,
Z006,2025-03-27,223.0
Z006,2025-03-28,435.0
Z006,2025-03-29,747.0
Z006,2025-03-30,534.0
Z006,2025-03-31,673.0
Z007,2025-01-01,504.0
Z007,2025-01-02,573.0
Z007,2025-01-03,721.0
Z007,2025-01-04,850.0
Z007,2025-01-05,662.0
Z007,2025-01-06,872.0
Z007,2025-01-07,
Z007,2025-01-08,399.0
Z007,2025-01-09,616.0
Z007,2025-01-10,762.0
Z007,2025-01-11,692.0
Z007,2025-01-12,697.0
Z007,2025-01-13,423.0
Z007,2025-01-14,877.0
Z007,2025-01-15,884.0
Z007,2025-01-16,326.0
Z007,2025-01-17,824.0
Z007,2025-01-18,229.0
Z007,2025-01-19,778.0
Z007,2025-01-20,676.0
Z007,2025-01-21,982.0
Z007,2025-01-22,673.0
Z007,2025-01-23,378.0
Z007,2025-01-24,827.0
Z007,2025-01-25,162.0
Z007,2025-01-26,738.0
Z007,2025-01-27,254.0
Z007,2025-01-28,796.0
Z007,2025-01-29,271.0
Z007,2025-01-30,410.0
Z007,2025-01-31,709.0
Z007,2025-02-01,270.0
Z007,2025-02-02,870.0
Z007,2025-02-03,931.0
Z007,2025-02-04,839.0
Z007,2025-02-05,497.0
Z007,2025-02-06,262.0
Z007,2025-02-07,979.0
Z007,2025-02-08,996.0
Z007,2025-02-09,193.0
Z007,2025-02-10,747.0
Z007,2025-02-11,759.0
Z007,2025-02-12,294.0
Z007,2025-02-13,820.0
Z007,2025-02-14,
Z007,2025-02-15,
Z007,2025-02-16,586.0
Z007,2025-02-17,352.0
Z007,2025-02-18,423.0
Z007,2025-02-19,781.0
Z007,2025-02-20,245.0
Z007,2025-02-21,151.0
Z007,2025-02-22,467.0
Z007,2025-02-23,207.0
Z007,2025-02-24,503.0
Z007,2025-02-25,
Z007,2025-02-26,817.0
Z007,2025-02-27,640.0
Z007,2025-02-28,652.0
Z007,2025-03-01,734.0
Z007,2025-03-02,558.0
Z007,2025-03-03,844.0
Z007,2025-03-04,602.0
Z007,2025-03-05,297.0
Z007,2025-03-06,818.0
Z007,2025-03-07,181.0
Z007,2025-03-08,854.0
Z007,2025-03-09,982.0
Z007,2025-03-10,176.0
Z007,2025-03-11,839.0
Z007,2025-03-12,447.0
Z007,2025-03-13,483.0
Z007,2025-03-14,332.0
Z007,2025-03-15,772.0
Z007,2025-03-16,296.0
Z007,2025-03-17,573.0
Z007,2025-03-18,413.0
Z007,2025-03-19,260.0
Z007,2025-03-20,221.0
Z007,2025-03-21,348.0
Z007,2025-03-22,520.0
Z007,2025-03-23,784.0
Z007,2025-03-24,963.0
Z007,2025-03-25,737.0
Z007,2025-03-26,440.0
Z007,2025-03-27,850.0
Z007,2025-03-28,784.0
Z007,2025-03-29,671.0
Z007,2025-03-30,203.0
Z007,2025-03-31,624.0
Z008,2025-01-01,293.0
Z008,2025-01-02,407.0
Z008,2025-01-03,361.0
Z008,2025-01-04,
Z008,2025-01-05,556.0
Z008,2025-01-06,646.0
Z008,2025-01-07,866.0
Z008,2025-01-08,118.0
Z008,2025-01-09,455.0
Z008,2025-01-10,165.0
Z008,2025-01-11,312.0
Z008,2025-01-12,916.0
Z008,2025-01-13,685.0
Z008,2025-01-14,674.0
Z008,2025-01-15,427.0
Z008,2025-01-16,
Z008,2025-01-17,223.0
Z008,2025-01-18,249.0
Z008,2025-01-19,925.0
Z008,2025-01-20,936.0
Z008,2025-01-21,149.0
Z008,2025-01-22,286.0
Z008,2025-01-23,144.0
Z008,2025-01-24,927.0
Z008,2025-01-25,497.0
Z008,2025-01-26,338.0
Z008,2025-01-27,874.0
Z008,2025-01-28,
Z008,2025-01-29,872.0
Z008,2025-01-30,651.0
Z008,2025-01-31,993.0
Z008,2025-02-01,822.0
Z008,2025-02-02,707.0
Z008,2025-02-03,366.0
Z008,2025-02-04,908.0
Z008,2025-02-05,354.0
Z008,2025-02-06,196.0
Z008,2025-02-07,197.0
Z008,2025-02-08,501.0
Z008,2025-02-09,337.0
Z008,2025-02-10,327.0
Z008,2025-02-11,409.0
Z008,2025-02-12,
Z008,2025-02-13,794.0
Z008,2025-02-14,744.0
Z008,2025-02-15,763.0
Z008,2025-02-16,609.0
Z008,2025-02-17,875.0
Z008,2025-02-18,132.0
Z008,2025-02-19,487.0
Z008,2025-02-20,421.0
Z008,2025-02-21,860.0
Z008,2025-02-22,538.0
Z008,2025-02-23,374.0
Z008,2025-02-24,437.0
Z008,2025-02-25,144.0
Z008,2025-02-26,656.0
Z008,2025-02-27,821.0
Z008,2025-02-28,539.0
Z008,2025-03-01,505.0
Z008,2025-03-02,982.0
Z008,2025-03-03,561.0
Z008,2025-03-04,431.0
Z008,2025-03-05,821.0
Z008,2025-03-06,195.0
Z008,2025-03-07,507.0
Z008,2025-03-08,180.0
Z008,2025-03-09,698.0
Z008,2025-03-10,260.0
Z008,2025-03-11,830.0
Z008,2025-03-12,389.0
Z008,2025-03-13,937.0
Z008,2025-03-14,431.0
Z008,2025-03-15,391.0
Z008,2025-03-16,232.0
Z008,2025-03-17,253.0
Z008,2025-03-18,489.0
Z008,2025-03-19,904.0
Z008,2025-03-20,331.0
Z008,2025-03-21,511.0
Z008,2025-03-22,395.0
Z008,2025-03-23,944.0
Z008,2025-03-24,995.0
Z008,2025-03-25,247.0
Z008,2025-03-26,423.0
Z008,2025-03-27,307.0
Z008,2025-03-28,215.0
Z008,2025-03-29,680.0
Z008,2025-03-30,
Z008,2025-03-31,474.0
Z009,2025-01-01,671.0
Z009,2025-01-02,768.0
Z009,2025-01-03,242.0
Z009,2025-01-04,941.0
Z009,2025-01-05,916.0
Z009,2025-01-06,636.0
Z009,2025-01-07,907.0
Z009,2025-01-08,374.0
Z009,2025-01-09,821.0
Z009,2025-01-10,239.0
Z009,2025-01-11,348.0
Z009,2025-01-12,433.0
Z009,2025-01-13,384.0
Z009,2025-01-14,260.0
Z009,2025-01-15,436.0
Z009,2025-01-16,151.0
Z009,2025-01-17,262.0
Z009,2025-01-18,835.0
Z009,2025-01-19,385.0
Z009,2025-01-20,677.0
Z009,2025-01-21,429.0
Z009,2025-01-22,710.0
Z009,2025-01-23,929.0
Z009,2025-01-24,343.0
Z009,2025-01-25,749.0
Z009,2025-01-26,791.0
Z009,2025-01-27,101.0
Z009,2025-01-28,658.0
Z009,2025-01-29,113.0
Z009,2025-01-30,609.0
Z009,2025-01-31,971.0
Z009,2025-02-01,614.0
Z009,2025-02-02,244.0
Z009,2025-02-03,822.0
Z009,2025-02-04,304.0
Z009,2025-02-05,905.0
Z009,2025-02-06,128.0
Z009,2025-02-07,201.0
Z009,2025-02-08,649.0
Z009,2025-02-09,604.0
Z009,2025-02-10,466.0
Z009,2025-02-11,954.0
Z009,2025-02-12,216.0
Z009,2025-02-13,278.0
Z009,2025-02-14,574.0
Z009,2025-02-15,765.0
Z009,2025-02-16,324.0
Z009,2025-02-17,342.0
Z009,2025-02-18,838.0
Z009,2025-02-19,509.0
Z009,2025-02-20,150.0
Z009,2025-02-21,184.0
Z009,2025-02-22,279.0
Z009,2025-02-23,404.0
Z009,2025-02-24,611.0
Z009,2025-02-25,303.0
Z009,2025-02-26,109.0
Z009,2025-02-27,
Z009,2025-02-28,315.0
Z009,2025-03-01,251.0
Z009,2025-03-02,861.0
Z009,2025-03-03,105.0
Z009,2025-03-04,419.0
Z009,2025-03-05,205.0
Z009,2025-03-06,189.0
Z009,2025-03-07,851.0
Z009,2025-03-08,611.0
Z009,2025-03-09,
Z009,2025-03-10,502.0
Z009,2025-03-11,618.0
Z009,2025-03-12,647.0
Z009,2025-03-13,390.0
Z009,2025-03-14,592.0
Z009,2025-03-15,442.0
Z009,2025-03-16,752.0
Z009,2025-03-17,424.0
Z009,2025-03-18,230.0
Z009,2025-03-19,469.0
Z009,2025-03-20,
Z009,2025-03-21,197.0
Z009,2025-03-22,483.0
Z009,2025-03-23,333.0
Z009,2025-03-24,724.0
Z009,2025-03-25,504.0
Z009,2025-03-26,253.0
Z009,2025-03-27,973.0
Z009,2025-03-28,679.0
Z009,2025-03-29,480.0
Z009,2025-03-30,441.0
Z009,2025-03-31,593.0
Z010,2025-01-01,319.0
Z010,2025-01-02,721.0
Z010,2025-01-03,568.0
Z010,2025-01-04,365.0
Z010,2025-01-05,218.0
Z010,2025-01-06,672.0
Z010,2025-01-07,571.0
Z010,2025-01-08,538.0
Z010,2025-01-09,302.0
Z010,2025-01-10,288.0
Z010,2025-01-11,666.0
Z010,2025-01-12,119.0
Z010,2025-01-13,950.0
Z010,2025-01-14,172.0
Z010,2025-01-15,336.0
Z010,2025-01-16,396.0
Z010,2025-01-17,546.0
Z010,2025-01-18,739.0
Z010,2025-01-19,557.0
Z010,2025-01-20,583.0
Z010,2025-01-21,804.0
Z010,2025-01-22,808.0
Z010,2025-01-23,945.0
Z010,2025-01-24,848.0
Z010,2025-01-25,663.0
Z010,2025-01-26,239.0
Z010,2025-01-27,215.0
Z010,2025-01-28,495.0
Z010,2025-01-29,727.0
Z010,2025-01-30,388.0
Z010,2025-01-31,437.0
Z010,2025-02-01,805.0
Z010,2025-02-02,298.0
Z010,2025-02-03,116.0
Z010,2025-02-04,659.0
Z010,2025-02-05,984.0
Z010,2025-02-06,952.0
Z010,2025-02-07,813.0
Z010,2025-02-08,100.0
Z010,2025-02-09,280.0
Z010,2025-02-10,934.0
Z010,2025-02-11,783.0
Z010,2025-02-12,818.0
Z010,2025-02-13,427.0
Z010,2025-02-14,350.0
Z010,2025-02-15,400.0
Z010,2025-02-16,274.0
Z010,2025-02-17,901.0
Z010,2025-02-18,394.0
Z010,2025-02-19,409.0
Z010,2025-02-20,999.0
Z010,2025-02-21,819.0
Z010,2025-02-22,354.0
Z010,2025-02-23,766.0
Z010,2025-02-24,375.0
Z010,2025-02-25,980.0
Z010,2025-02-26,
Z010,2025-02-27,582.0
Z010,2025-02-28,133.0
Z010,2025-03-01,832.0
Z010,2025-03-02,170.0
Z010,2025-03-03,948.0
Z010,2025-03-04,142.0
Z010,2025-03-05,
Z010,2025-03-06,596.0
Z010,2025-03-07,369.0
Z010,2025-03-08,362.0
Z010,2025-03-09,658.0
Z010,2025-03-10,985.0
Z010,2025-03-11,855.0
Z010,2025-03-12,166.0
Z010,2025-03-13,478.0
Z010,2025-03-14,402.0
Z010,2025-03-15,804.0
Z010,2025-03-16,853.0
Z010,2025-03-17,
Z010,2025-03-18,269.0
Z010,2025-03-19,441.0
Z010,2025-03-20,522.0
Z010,2025-03-21,618.0
Z010,2025-03-22,163.0
Z010,2025-03-23,557.0
Z010,2025-03-24,922.0
Z010,2025-03-25,676.0
Z010,2025-03-26,449.0
Z010,2025-03-27,634.0
Z010,2025-03-28,537.0
Z010,2025-03-29,613.0
Z010,2025-03-30,220.0
Z010,2025-03-31,585.0
Z011,2025-01-01,405.0
Z011,2025-01-02,
Z011,2025-01-03,557.0
Z011,2025-01-04,197.0
Z011,2025-01-05,979.0
Z011,2025-01-06,706.0
Z011,2025-01-07,727.0
Z011,2025-01-08,377.0
Z011,2025-01-09,882.0
Z011,2025-01-10,451.0
Z011,2025-01-11,659.0
Z011,2025-01-12,439.0
Z011,2025-01-13,339.0
Z011,2025-01-14,942.0
Z011,2025-01-15,307.0
Z011,2025-01-16,897.0
Z011,2025-01-17,251.0
Z011,2025-01-18,311.0
Z011,2025-01-19,327.0
Z011,2025-01-20,925.0
Z011,2025-01-21,900.0
Z011,2025-01-22,978.0
Z011,2025-01-23,695.0
Z011,2025-01-24,164.0
Z011,2025-01-25,
Z011,2025-01-26,379.0
Z011,2025-01-27,243.0
Z011,2025-01-28,221.0
Z011,2025-01-29,641.0
Z011,2025-01-30,803.0
Z011,2025-01-31,913.0
Z011,2025-02-01,420.0
Z011,2025-02-02,870.0
Z011,2025-02-03,908.0
Z011,2025-02-04,646.0
Z011,2025-02-05,395.0
Z011,2025-02-06,272.0
Z011,2025-02-07,326.0
Z011,2025-02-08,122.0
Z011,2025-02-09,210.0
Z011,2025-02-10,934.0
Z011,2025-02-11,379.0
Z011,2025-02-12,447.0
